,iso3,year,democracy
0,MEX,1789,0.028
1,MEX,1790,0.028
2,MEX,1791,0.028
3,MEX,1792,0.028
4,MEX,1793,0.028
5,MEX,1794,0.028
6,MEX,1795,0.028
7,MEX,1796,0.028
8,MEX,1797,0.028
9,MEX,1798,0.028
10,MEX,1799,0.028
11,MEX,1800,0.028
12,MEX,1801,0.028
13,MEX,1802,0.028
14,MEX,1803,0.028
15,MEX,1804,0.028
16,MEX,1805,0.028
17,MEX,1806,0.028
18,MEX,1807,0.028
19,MEX,1808,0.028
20,MEX,1809,0.028
21,MEX,1810,0.03
22,MEX,1811,0.03
23,MEX,1812,0.054
24,MEX,1813,0.054
25,MEX,1814,0.054
26,MEX,1815,0.054
27,MEX,1816,0.041
28,MEX,1817,0.041
29,MEX,1818,0.041
30,MEX,1819,0.041
31,MEX,1820,0.07
32,MEX,1821,0.12
33,MEX,1822,0.122
34,MEX,1823,0.185
35,MEX,1824,0.184
36,MEX,1825,0.184
37,MEX,1826,0.184
38,MEX,1827,0.184
39,MEX,1828,0.184
40,MEX,1829,0.184
41,MEX,1830,0.184
42,MEX,1831,0.153
43,MEX,1832,0.165
44,MEX,1833,0.184
45,MEX,1834,0.184
46,MEX,1835,0.184
47,MEX,1836,0.184
48,MEX,1837,0.165
49,MEX,1838,0.165
50,MEX,1839,0.165
51,MEX,1840,0.165
52,MEX,1841,0.158
53,MEX,1842,0.188
54,MEX,1843,0.23
55,MEX,1844,0.23
56,MEX,1845,0.23
57,MEX,1846,0.191
58,MEX,1847,0.215
59,MEX,1848,0.23
60,MEX,1849,0.23
61,MEX,1850,0.198
62,MEX,1851,0.198
63,MEX,1852,0.198
64,MEX,1853,0.198
65,MEX,1854,0.237
66,MEX,1855,0.237
67,MEX,1856,0.237
68,MEX,1857,0.237
69,MEX,1858,0.157
70,MEX,1859,0.152
71,MEX,1860,0.152
72,MEX,1861,0.152
73,MEX,1862,0.152
74,MEX,1863,0.152
75,MEX,1864,0.152
76,MEX,1865,0.152
77,MEX,1866,0.152
78,MEX,1867,0.18
79,MEX,1868,0.198
80,MEX,1869,0.198
81,MEX,1870,0.198
82,MEX,1871,0.198
83,MEX,1872,0.198
84,MEX,1873,0.198
85,MEX,1874,0.198
86,MEX,1875,0.198
87,MEX,1876,0.15
88,MEX,1877,0.132
89,MEX,1878,0.132
90,MEX,1879,0.132
91,MEX,1880,0.132
92,MEX,1881,0.132
93,MEX,1882,0.132
94,MEX,1883,0.132
95,MEX,1884,0.132
96,MEX,1885,0.132
97,MEX,1886,0.132
98,MEX,1887,0.132
99,MEX,1888,0.132
100,MEX,1889,0.132
101,MEX,1890,0.132
102,MEX,1891,0.132
103,MEX,1892,0.132
104,MEX,1893,0.132
105,MEX,1894,0.132
106,MEX,1895,0.132
107,MEX,1896,0.132
108,MEX,1897,0.132
109,MEX,1898,0.132
110,MEX,1899,0.132
111,MEX,1900,0.126
112,MEX,1901,0.11
113,MEX,1902,0.11
114,MEX,1903,0.11
115,MEX,1904,0.11
116,MEX,1905,0.11
117,MEX,1906,0.11
118,MEX,1907,0.11
119,MEX,1908,0.11
120,MEX,1909,0.11
121,MEX,1910,0.118
122,MEX,1911,0.136
123,MEX,1912,0.19
124,MEX,1913,0.114
125,MEX,1914,0.104
126,MEX,1915,0.109
127,MEX,1916,0.112
128,MEX,1917,0.148
129,MEX,1918,0.157
130,MEX,1919,0.228
131,MEX,1920,0.204
132,MEX,1921,0.195
133,MEX,1922,0.195
134,MEX,1923,0.195
135,MEX,1924,0.193
136,MEX,1925,0.19
137,MEX,1926,0.185
138,MEX,1927,0.185
139,MEX,1928,0.185
140,MEX,1929,0.179
141,MEX,1930,0.179
142,MEX,1931,0.179
143,MEX,1932,0.179
144,MEX,1933,0.179
145,MEX,1934,0.187
146,MEX,1935,0.194
147,MEX,1936,0.194
148,MEX,1937,0.194
149,MEX,1938,0.194
150,MEX,1939,0.202
151,MEX,1940,0.2
152,MEX,1941,0.192
153,MEX,1942,0.192
154,MEX,1943,0.192
155,MEX,1944,0.193
156,MEX,1945,0.193
157,MEX,1946,0.195
158,MEX,1947,0.196
159,MEX,1948,0.196
160,MEX,1949,0.197
161,MEX,1950,0.198
162,MEX,1951,0.198
163,MEX,1952,0.197
164,MEX,1953,0.198
165,MEX,1954,0.232
166,MEX,1955,0.233
167,MEX,1956,0.235
168,MEX,1957,0.235
169,MEX,1958,0.233
170,MEX,1959,0.232
171,MEX,1960,0.232
172,MEX,1961,0.234
173,MEX,1962,0.233
174,MEX,1963,0.233
175,MEX,1964,0.231
176,MEX,1965,0.232
177,MEX,1966,0.232
178,MEX,1967,0.238
179,MEX,1968,0.239
180,MEX,1969,0.242
181,MEX,1970,0.25
182,MEX,1971,0.247
183,MEX,1972,0.249
184,MEX,1973,0.25
185,MEX,1974,0.252
186,MEX,1975,0.252
187,MEX,1976,0.262
188,MEX,1977,0.276
189,MEX,1978,0.295
190,MEX,1979,0.298
191,MEX,1980,0.302
192,MEX,1981,0.306
193,MEX,1982,0.315
194,MEX,1983,0.322
195,MEX,1984,0.322
196,MEX,1985,0.324
197,MEX,1986,0.325
198,MEX,1987,0.331
199,MEX,1988,0.346
200,MEX,1989,0.374
201,MEX,1990,0.396
202,MEX,1991,0.418
203,MEX,1992,0.441
204,MEX,1993,0.451
205,MEX,1994,0.472
206,MEX,1995,0.489
207,MEX,1996,0.511
208,MEX,1997,0.56
209,MEX,1998,0.599
210,MEX,1999,0.605
211,MEX,2000,0.667
212,MEX,2001,0.684
213,MEX,2002,0.694
214,MEX,2003,0.702
215,MEX,2004,0.71
216,MEX,2005,0.71
217,MEX,2006,0.675
218,MEX,2007,0.644
219,MEX,2008,0.643
220,MEX,2009,0.641
221,MEX,2010,0.649
222,MEX,2011,0.647
223,MEX,2012,0.645
224,MEX,2013,0.618
225,MEX,2014,0.618
226,MEX,2015,0.636
227,MEX,2016,0.634
228,MEX,2017,0.626
229,MEX,2018,0.671
230,MEX,2019,0.671
231,MEX,2020,0.652
232,MEX,2021,0.617
233,MEX,2022,0.598
234,SUR,1900,0.149
235,SUR,1901,0.149
236,SUR,1902,0.149
237,SUR,1903,0.149
238,SUR,1904,0.149
239,SUR,1905,0.149
240,SUR,1906,0.151
241,SUR,1907,0.149
242,SUR,1908,0.149
243,SUR,1909,0.149
244,SUR,1910,0.149
245,SUR,1911,0.149
246,SUR,1912,0.149
247,SUR,1913,0.149
248,SUR,1914,0.149
249,SUR,1915,0.149
250,SUR,1916,0.149
251,SUR,1917,0.149
252,SUR,1918,0.149
253,SUR,1919,0.149
254,SUR,1920,0.15
255,SUR,1921,0.15
256,SUR,1922,0.15
257,SUR,1923,0.15
258,SUR,1924,0.15
259,SUR,1925,0.15
260,SUR,1926,0.15
261,SUR,1927,0.15
262,SUR,1928,0.15
263,SUR,1929,0.15
264,SUR,1930,0.15
265,SUR,1931,0.15
266,SUR,1932,0.15
267,SUR,1933,0.15
268,SUR,1934,0.15
269,SUR,1935,0.15
270,SUR,1936,0.15
271,SUR,1937,0.154
272,SUR,1938,0.154
273,SUR,1939,0.154
274,SUR,1940,0.153
275,SUR,1941,0.153
276,SUR,1942,0.153
277,SUR,1943,0.153
278,SUR,1944,0.154
279,SUR,1945,0.155
280,SUR,1946,0.159
281,SUR,1947,0.159
282,SUR,1948,0.159
283,SUR,1949,0.37
284,SUR,1950,0.511
285,SUR,1951,0.509
286,SUR,1952,0.508
287,SUR,1953,0.508
288,SUR,1954,0.508
289,SUR,1955,0.533
290,SUR,1956,0.532
291,SUR,1957,0.534
292,SUR,1958,0.533
293,SUR,1959,0.533
294,SUR,1960,0.533
295,SUR,1961,0.533
296,SUR,1962,0.533
297,SUR,1963,0.536
298,SUR,1964,0.536
299,SUR,1965,0.536
300,SUR,1966,0.536
301,SUR,1967,0.537
302,SUR,1968,0.538
303,SUR,1969,0.537
304,SUR,1970,0.537
305,SUR,1971,0.537
306,SUR,1972,0.537
307,SUR,1973,0.535
308,SUR,1974,0.536
309,SUR,1975,0.375
310,SUR,1976,0.736
311,SUR,1977,0.737
312,SUR,1978,0.743
313,SUR,1979,0.743
314,SUR,1980,0.226
315,SUR,1981,0.177
316,SUR,1982,0.171
317,SUR,1983,0.167
318,SUR,1984,0.167
319,SUR,1985,0.176
320,SUR,1986,0.176
321,SUR,1987,0.2
322,SUR,1988,0.635
323,SUR,1989,0.734
324,SUR,1990,0.743
325,SUR,1991,0.456
326,SUR,1992,0.768
327,SUR,1993,0.77
328,SUR,1994,0.77
329,SUR,1995,0.77
330,SUR,1996,0.778
331,SUR,1997,0.783
332,SUR,1998,0.783
333,SUR,1999,0.783
334,SUR,2000,0.79
335,SUR,2001,0.788
336,SUR,2002,0.788
337,SUR,2003,0.788
338,SUR,2004,0.788
339,SUR,2005,0.786
340,SUR,2006,0.785
341,SUR,2007,0.782
342,SUR,2008,0.782
343,SUR,2009,0.782
344,SUR,2010,0.77
345,SUR,2011,0.762
346,SUR,2012,0.762
347,SUR,2013,0.762
348,SUR,2014,0.762
349,SUR,2015,0.773
350,SUR,2016,0.777
351,SUR,2017,0.763
352,SUR,2018,0.764
353,SUR,2019,0.756
354,SUR,2020,0.761
355,SUR,2021,0.743
356,SUR,2022,0.77
357,SWE,1789,0.188
358,SWE,1790,0.188
359,SWE,1791,0.188
360,SWE,1792,0.209
361,SWE,1793,0.189
362,SWE,1794,0.189
363,SWE,1795,0.189
364,SWE,1796,0.189
365,SWE,1797,0.189
366,SWE,1798,0.189
367,SWE,1799,0.189
368,SWE,1800,0.189
369,SWE,1801,0.189
370,SWE,1802,0.189
371,SWE,1803,0.189
372,SWE,1804,0.189
373,SWE,1805,0.189
374,SWE,1806,0.189
375,SWE,1807,0.189
376,SWE,1808,0.189
377,SWE,1809,0.263
378,SWE,1810,0.272
379,SWE,1811,0.272
380,SWE,1812,0.27
381,SWE,1813,0.26
382,SWE,1814,0.26
383,SWE,1815,0.259
384,SWE,1816,0.259
385,SWE,1817,0.26
386,SWE,1818,0.26
387,SWE,1819,0.26
388,SWE,1820,0.272
389,SWE,1821,0.272
390,SWE,1822,0.272
391,SWE,1823,0.274
392,SWE,1824,0.274
393,SWE,1825,0.274
394,SWE,1826,0.274
395,SWE,1827,0.274
396,SWE,1828,0.274
397,SWE,1829,0.274
398,SWE,1830,0.278
399,SWE,1831,0.278
400,SWE,1832,0.278
401,SWE,1833,0.278
402,SWE,1834,0.276
403,SWE,1835,0.276
404,SWE,1836,0.276
405,SWE,1837,0.276
406,SWE,1838,0.276
407,SWE,1839,0.276
408,SWE,1840,0.307
409,SWE,1841,0.307
410,SWE,1842,0.307
411,SWE,1843,0.307
412,SWE,1844,0.307
413,SWE,1845,0.309
414,SWE,1846,0.309
415,SWE,1847,0.309
416,SWE,1848,0.309
417,SWE,1849,0.309
418,SWE,1850,0.31
419,SWE,1851,0.31
420,SWE,1852,0.31
421,SWE,1853,0.31
422,SWE,1854,0.31
423,SWE,1855,0.31
424,SWE,1856,0.31
425,SWE,1857,0.31
426,SWE,1858,0.31
427,SWE,1859,0.309
428,SWE,1860,0.309
429,SWE,1861,0.309
430,SWE,1862,0.309
431,SWE,1863,0.309
432,SWE,1864,0.309
433,SWE,1865,0.309
434,SWE,1866,0.313
435,SWE,1867,0.313
436,SWE,1868,0.313
437,SWE,1869,0.314
438,SWE,1870,0.314
439,SWE,1871,0.314
440,SWE,1872,0.315
441,SWE,1873,0.315
442,SWE,1874,0.315
443,SWE,1875,0.316
444,SWE,1876,0.316
445,SWE,1877,0.316
446,SWE,1878,0.315
447,SWE,1879,0.315
448,SWE,1880,0.315
449,SWE,1881,0.314
450,SWE,1882,0.314
451,SWE,1883,0.314
452,SWE,1884,0.314
453,SWE,1885,0.314
454,SWE,1886,0.314
455,SWE,1887,0.315
456,SWE,1888,0.315
457,SWE,1889,0.315
458,SWE,1890,0.315
459,SWE,1891,0.315
460,SWE,1892,0.315
461,SWE,1893,0.316
462,SWE,1894,0.316
463,SWE,1895,0.316
464,SWE,1896,0.316
465,SWE,1897,0.316
466,SWE,1898,0.316
467,SWE,1899,0.316
468,SWE,1900,0.317
469,SWE,1901,0.317
470,SWE,1902,0.316
471,SWE,1903,0.311
472,SWE,1904,0.311
473,SWE,1905,0.311
474,SWE,1906,0.31
475,SWE,1907,0.311
476,SWE,1908,0.311
477,SWE,1909,0.323
478,SWE,1910,0.324
479,SWE,1911,0.327
480,SWE,1912,0.334
481,SWE,1913,0.334
482,SWE,1914,0.327
483,SWE,1915,0.325
484,SWE,1916,0.325
485,SWE,1917,0.429
486,SWE,1918,0.482
487,SWE,1919,0.486
488,SWE,1920,0.49
489,SWE,1921,0.503
490,SWE,1922,0.7
491,SWE,1923,0.7
492,SWE,1924,0.705
493,SWE,1925,0.705
494,SWE,1926,0.705
495,SWE,1927,0.705
496,SWE,1928,0.705
497,SWE,1929,0.706
498,SWE,1930,0.706
499,SWE,1931,0.702
500,SWE,1932,0.708
501,SWE,1933,0.715
502,SWE,1934,0.715
503,SWE,1935,0.715
504,SWE,1936,0.697
505,SWE,1937,0.697
506,SWE,1938,0.695
507,SWE,1939,0.683
508,SWE,1940,0.676
509,SWE,1941,0.678
510,SWE,1942,0.678
511,SWE,1943,0.678
512,SWE,1944,0.678
513,SWE,1945,0.693
514,SWE,1946,0.759
515,SWE,1947,0.761
516,SWE,1948,0.761
517,SWE,1949,0.767
518,SWE,1950,0.771
519,SWE,1951,0.771
520,SWE,1952,0.771
521,SWE,1953,0.773
522,SWE,1954,0.773
523,SWE,1955,0.773
524,SWE,1956,0.773
525,SWE,1957,0.773
526,SWE,1958,0.773
527,SWE,1959,0.773
528,SWE,1960,0.779
529,SWE,1961,0.78
530,SWE,1962,0.78
531,SWE,1963,0.78
532,SWE,1964,0.78
533,SWE,1965,0.779
534,SWE,1966,0.778
535,SWE,1967,0.778
536,SWE,1968,0.778
537,SWE,1969,0.777
538,SWE,1970,0.777
539,SWE,1971,0.898
540,SWE,1972,0.899
541,SWE,1973,0.9
542,SWE,1974,0.908
543,SWE,1975,0.912
544,SWE,1976,0.913
545,SWE,1977,0.913
546,SWE,1978,0.913
547,SWE,1979,0.913
548,SWE,1980,0.912
549,SWE,1981,0.912
550,SWE,1982,0.912
551,SWE,1983,0.91
552,SWE,1984,0.91
553,SWE,1985,0.913
554,SWE,1986,0.915
555,SWE,1987,0.915
556,SWE,1988,0.915
557,SWE,1989,0.914
558,SWE,1990,0.915
559,SWE,1991,0.916
560,SWE,1992,0.916
561,SWE,1993,0.916
562,SWE,1994,0.915
563,SWE,1995,0.915
564,SWE,1996,0.915
565,SWE,1997,0.915
566,SWE,1998,0.914
567,SWE,1999,0.912
568,SWE,2000,0.912
569,SWE,2001,0.912
570,SWE,2002,0.914
571,SWE,2003,0.917
572,SWE,2004,0.917
573,SWE,2005,0.917
574,SWE,2006,0.919
575,SWE,2007,0.923
576,SWE,2008,0.923
577,SWE,2009,0.923
578,SWE,2010,0.922
579,SWE,2011,0.921
580,SWE,2012,0.922
581,SWE,2013,0.924
582,SWE,2014,0.921
583,SWE,2015,0.921
584,SWE,2016,0.92
585,SWE,2017,0.92
586,SWE,2018,0.916
587,SWE,2019,0.905
588,SWE,2020,0.903
589,SWE,2021,0.903
590,SWE,2022,0.899
591,CHE,1798,0.218
592,CHE,1799,0.218
593,CHE,1800,0.208
594,CHE,1801,0.18
595,CHE,1802,0.188
596,CHE,1803,0.182
597,CHE,1804,0.18
598,CHE,1805,0.18
599,CHE,1806,0.18
600,CHE,1807,0.18
601,CHE,1808,0.18
602,CHE,1809,0.18
603,CHE,1810,0.18
604,CHE,1811,0.18
605,CHE,1812,0.18
606,CHE,1813,0.18
607,CHE,1814,0.18
608,CHE,1815,0.18
609,CHE,1816,0.18
610,CHE,1817,0.18
611,CHE,1818,0.18
612,CHE,1819,0.18
613,CHE,1820,0.18
614,CHE,1821,0.18
615,CHE,1822,0.18
616,CHE,1823,0.18
617,CHE,1824,0.18
618,CHE,1825,0.18
619,CHE,1826,0.18
620,CHE,1827,0.18
621,CHE,1828,0.18
622,CHE,1829,0.18
623,CHE,1830,0.18
624,CHE,1831,0.216
625,CHE,1832,0.216
626,CHE,1833,0.216
627,CHE,1834,0.216
628,CHE,1835,0.216
629,CHE,1836,0.216
630,CHE,1837,0.216
631,CHE,1838,0.216
632,CHE,1839,0.216
633,CHE,1840,0.216
634,CHE,1841,0.216
635,CHE,1842,0.216
636,CHE,1843,0.216
637,CHE,1844,0.216
638,CHE,1845,0.216
639,CHE,1846,0.216
640,CHE,1847,0.216
641,CHE,1848,0.329
642,CHE,1849,0.545
643,CHE,1850,0.545
644,CHE,1851,0.545
645,CHE,1852,0.545
646,CHE,1853,0.545
647,CHE,1854,0.546
648,CHE,1855,0.547
649,CHE,1856,0.547
650,CHE,1857,0.546
651,CHE,1858,0.545
652,CHE,1859,0.545
653,CHE,1860,0.545
654,CHE,1861,0.545
655,CHE,1862,0.545
656,CHE,1863,0.545
657,CHE,1864,0.545
658,CHE,1865,0.545
659,CHE,1866,0.545
660,CHE,1867,0.545
661,CHE,1868,0.545
662,CHE,1869,0.545
663,CHE,1870,0.546
664,CHE,1871,0.546
665,CHE,1872,0.545
666,CHE,1873,0.544
667,CHE,1874,0.581
668,CHE,1875,0.582
669,CHE,1876,0.583
670,CHE,1877,0.583
671,CHE,1878,0.583
672,CHE,1879,0.584
673,CHE,1880,0.584
674,CHE,1881,0.584
675,CHE,1882,0.585
676,CHE,1883,0.585
677,CHE,1884,0.585
678,CHE,1885,0.585
679,CHE,1886,0.585
680,CHE,1887,0.584
681,CHE,1888,0.582
682,CHE,1889,0.582
683,CHE,1890,0.583
684,CHE,1891,0.586
685,CHE,1892,0.586
686,CHE,1893,0.585
687,CHE,1894,0.584
688,CHE,1895,0.584
689,CHE,1896,0.584
690,CHE,1897,0.582
691,CHE,1898,0.582
692,CHE,1899,0.582
693,CHE,1900,0.588
694,CHE,1901,0.588
695,CHE,1902,0.59
696,CHE,1903,0.598
697,CHE,1904,0.598
698,CHE,1905,0.604
699,CHE,1906,0.602
700,CHE,1907,0.602
701,CHE,1908,0.602
702,CHE,1909,0.601
703,CHE,1910,0.601
704,CHE,1911,0.602
705,CHE,1912,0.604
706,CHE,1913,0.604
707,CHE,1914,0.604
708,CHE,1915,0.6
709,CHE,1916,0.6
710,CHE,1917,0.604
711,CHE,1918,0.604
712,CHE,1919,0.603
713,CHE,1920,0.61
714,CHE,1921,0.61
715,CHE,1922,0.61
716,CHE,1923,0.61
717,CHE,1924,0.61
718,CHE,1925,0.61
719,CHE,1926,0.609
720,CHE,1927,0.609
721,CHE,1928,0.61
722,CHE,1929,0.611
723,CHE,1930,0.611
724,CHE,1931,0.611
725,CHE,1932,0.609
726,CHE,1933,0.609
727,CHE,1934,0.609
728,CHE,1935,0.609
729,CHE,1936,0.61
730,CHE,1937,0.61
731,CHE,1938,0.61
732,CHE,1939,0.608
733,CHE,1940,0.601
734,CHE,1941,0.601
735,CHE,1942,0.601
736,CHE,1943,0.601
737,CHE,1944,0.603
738,CHE,1945,0.608
739,CHE,1946,0.621
740,CHE,1947,0.621
741,CHE,1948,0.622
742,CHE,1949,0.622
743,CHE,1950,0.622
744,CHE,1951,0.622
745,CHE,1952,0.62
746,CHE,1953,0.62
747,CHE,1954,0.62
748,CHE,1955,0.62
749,CHE,1956,0.619
750,CHE,1957,0.619
751,CHE,1958,0.619
752,CHE,1959,0.62
753,CHE,1960,0.625
754,CHE,1961,0.625
755,CHE,1962,0.625
756,CHE,1963,0.625
757,CHE,1964,0.625
758,CHE,1965,0.625
759,CHE,1966,0.625
760,CHE,1967,0.628
761,CHE,1968,0.628
762,CHE,1969,0.628
763,CHE,1970,0.629
764,CHE,1971,0.632
765,CHE,1972,0.857
766,CHE,1973,0.857
767,CHE,1974,0.857
768,CHE,1975,0.861
769,CHE,1976,0.861
770,CHE,1977,0.866
771,CHE,1978,0.866
772,CHE,1979,0.867
773,CHE,1980,0.878
774,CHE,1981,0.878
775,CHE,1982,0.878
776,CHE,1983,0.877
777,CHE,1984,0.874
778,CHE,1985,0.874
779,CHE,1986,0.874
780,CHE,1987,0.874
781,CHE,1988,0.874
782,CHE,1989,0.877
783,CHE,1990,0.887
784,CHE,1991,0.889
785,CHE,1992,0.889
786,CHE,1993,0.889
787,CHE,1994,0.889
788,CHE,1995,0.89
789,CHE,1996,0.893
790,CHE,1997,0.893
791,CHE,1998,0.893
792,CHE,1999,0.892
793,CHE,2000,0.89
794,CHE,2001,0.89
795,CHE,2002,0.89
796,CHE,2003,0.89
797,CHE,2004,0.889
798,CHE,2005,0.889
799,CHE,2006,0.889
800,CHE,2007,0.891
801,CHE,2008,0.899
802,CHE,2009,0.899
803,CHE,2010,0.899
804,CHE,2011,0.901
805,CHE,2012,0.911
806,CHE,2013,0.911
807,CHE,2014,0.911
808,CHE,2015,0.908
809,CHE,2016,0.904
810,CHE,2017,0.91
811,CHE,2018,0.91
812,CHE,2019,0.909
813,CHE,2020,0.902
814,CHE,2021,0.898
815,CHE,2022,0.898
816,GHA,1902,0.074
817,GHA,1903,0.074
818,GHA,1904,0.074
819,GHA,1905,0.074
820,GHA,1906,0.074
821,GHA,1907,0.074
822,GHA,1908,0.074
823,GHA,1909,0.074
824,GHA,1910,0.074
825,GHA,1911,0.074
826,GHA,1912,0.074
827,GHA,1913,0.074
828,GHA,1914,0.074
829,GHA,1915,0.074
830,GHA,1916,0.074
831,GHA,1917,0.074
832,GHA,1918,0.074
833,GHA,1919,0.074
834,GHA,1920,0.074
835,GHA,1921,0.074
836,GHA,1922,0.074
837,GHA,1923,0.074
838,GHA,1924,0.074
839,GHA,1925,0.074
840,GHA,1926,0.076
841,GHA,1927,0.076
842,GHA,1928,0.076
843,GHA,1929,0.076
844,GHA,1930,0.076
845,GHA,1931,0.076
846,GHA,1932,0.076
847,GHA,1933,0.076
848,GHA,1934,0.076
849,GHA,1935,0.076
850,GHA,1936,0.076
851,GHA,1937,0.076
852,GHA,1938,0.078
853,GHA,1939,0.078
854,GHA,1940,0.078
855,GHA,1941,0.078
856,GHA,1942,0.078
857,GHA,1943,0.078
858,GHA,1944,0.078
859,GHA,1945,0.084
860,GHA,1946,0.095
861,GHA,1947,0.106
862,GHA,1948,0.106
863,GHA,1949,0.108
864,GHA,1950,0.109
865,GHA,1951,0.246
866,GHA,1952,0.293
867,GHA,1953,0.293
868,GHA,1954,0.293
869,GHA,1955,0.288
870,GHA,1956,0.289
871,GHA,1957,0.442
872,GHA,1958,0.401
873,GHA,1959,0.394
874,GHA,1960,0.352
875,GHA,1961,0.312
876,GHA,1962,0.297
877,GHA,1963,0.296
878,GHA,1964,0.286
879,GHA,1965,0.259
880,GHA,1966,0.149
881,GHA,1967,0.143
882,GHA,1968,0.143
883,GHA,1969,0.252
884,GHA,1970,0.389
885,GHA,1971,0.44
886,GHA,1972,0.148
887,GHA,1973,0.112
888,GHA,1974,0.114
889,GHA,1975,0.112
890,GHA,1976,0.112
891,GHA,1977,0.112
892,GHA,1978,0.116
893,GHA,1979,0.306
894,GHA,1980,0.542
895,GHA,1981,0.256
896,GHA,1982,0.111
897,GHA,1983,0.102
898,GHA,1984,0.099
899,GHA,1985,0.1
900,GHA,1986,0.1
901,GHA,1987,0.1
902,GHA,1988,0.101
903,GHA,1989,0.102
904,GHA,1990,0.105
905,GHA,1991,0.107
906,GHA,1992,0.175
907,GHA,1993,0.448
908,GHA,1994,0.49
909,GHA,1995,0.504
910,GHA,1996,0.518
911,GHA,1997,0.598
912,GHA,1998,0.598
913,GHA,1999,0.603
914,GHA,2000,0.665
915,GHA,2001,0.726
916,GHA,2002,0.733
917,GHA,2003,0.733
918,GHA,2004,0.739
919,GHA,2005,0.735
920,GHA,2006,0.735
921,GHA,2007,0.738
922,GHA,2008,0.736
923,GHA,2009,0.76
924,GHA,2010,0.769
925,GHA,2011,0.769
926,GHA,2012,0.773
927,GHA,2013,0.751
928,GHA,2014,0.742
929,GHA,2015,0.745
930,GHA,2016,0.727
931,GHA,2017,0.742
932,GHA,2018,0.739
933,GHA,2019,0.719
934,GHA,2020,0.727
935,GHA,2021,0.653
936,GHA,2022,0.633
937,ZAF,1900,0.162
938,ZAF,1901,0.162
939,ZAF,1902,0.162
940,ZAF,1903,0.162
941,ZAF,1904,0.162
942,ZAF,1905,0.162
943,ZAF,1906,0.162
944,ZAF,1907,0.162
945,ZAF,1908,0.162
946,ZAF,1909,0.162
947,ZAF,1910,0.192
948,ZAF,1911,0.232
949,ZAF,1912,0.232
950,ZAF,1913,0.232
951,ZAF,1914,0.232
952,ZAF,1915,0.231
953,ZAF,1916,0.231
954,ZAF,1917,0.231
955,ZAF,1918,0.231
956,ZAF,1919,0.231
957,ZAF,1920,0.231
958,ZAF,1921,0.231
959,ZAF,1922,0.231
960,ZAF,1923,0.231
961,ZAF,1924,0.231
962,ZAF,1925,0.231
963,ZAF,1926,0.231
964,ZAF,1927,0.231
965,ZAF,1928,0.231
966,ZAF,1929,0.231
967,ZAF,1930,0.231
968,ZAF,1931,0.236
969,ZAF,1932,0.241
970,ZAF,1933,0.242
971,ZAF,1934,0.242
972,ZAF,1935,0.242
973,ZAF,1936,0.242
974,ZAF,1937,0.242
975,ZAF,1938,0.241
976,ZAF,1939,0.24
977,ZAF,1940,0.24
978,ZAF,1941,0.24
979,ZAF,1942,0.24
980,ZAF,1943,0.24
981,ZAF,1944,0.241
982,ZAF,1945,0.241
983,ZAF,1946,0.241
984,ZAF,1947,0.236
985,ZAF,1948,0.21
986,ZAF,1949,0.204
987,ZAF,1950,0.203
988,ZAF,1951,0.203
989,ZAF,1952,0.203
990,ZAF,1953,0.201
991,ZAF,1954,0.2
992,ZAF,1955,0.2
993,ZAF,1956,0.2
994,ZAF,1957,0.2
995,ZAF,1958,0.2
996,ZAF,1959,0.2
997,ZAF,1960,0.195
998,ZAF,1961,0.165
999,ZAF,1962,0.173
1000,ZAF,1963,0.173
1001,ZAF,1964,0.168
1002,ZAF,1965,0.168
1003,ZAF,1966,0.167
1004,ZAF,1967,0.167
1005,ZAF,1968,0.167
1006,ZAF,1969,0.167
1007,ZAF,1970,0.167
1008,ZAF,1971,0.168
1009,ZAF,1972,0.168
1010,ZAF,1973,0.168
1011,ZAF,1974,0.166
1012,ZAF,1975,0.166
1013,ZAF,1976,0.166
1014,ZAF,1977,0.165
1015,ZAF,1978,0.165
1016,ZAF,1979,0.165
1017,ZAF,1980,0.166
1018,ZAF,1981,0.181
1019,ZAF,1982,0.18
1020,ZAF,1983,0.18
1021,ZAF,1984,0.181
1022,ZAF,1985,0.182
1023,ZAF,1986,0.182
1024,ZAF,1987,0.18
1025,ZAF,1988,0.18
1026,ZAF,1989,0.189
1027,ZAF,1990,0.227
1028,ZAF,1991,0.258
1029,ZAF,1992,0.258
1030,ZAF,1993,0.268
1031,ZAF,1994,0.393
1032,ZAF,1995,0.658
1033,ZAF,1996,0.671
1034,ZAF,1997,0.671
1035,ZAF,1998,0.67
1036,ZAF,1999,0.712
1037,ZAF,2000,0.748
1038,ZAF,2001,0.748
1039,ZAF,2002,0.748
1040,ZAF,2003,0.748
1041,ZAF,2004,0.767
1042,ZAF,2005,0.781
1043,ZAF,2006,0.784
1044,ZAF,2007,0.784
1045,ZAF,2008,0.781
1046,ZAF,2009,0.774
1047,ZAF,2010,0.77
1048,ZAF,2011,0.771
1049,ZAF,2012,0.773
1050,ZAF,2013,0.76
1051,ZAF,2014,0.745
1052,ZAF,2015,0.741
1053,ZAF,2016,0.737
1054,ZAF,2017,0.726
1055,ZAF,2018,0.731
1056,ZAF,2019,0.708
1057,ZAF,2020,0.696
1058,ZAF,2021,0.702
1059,ZAF,2022,0.692
1060,JPN,1789,0.026
