,iso3,year,army
31,PSE,2021,0.0
0,PSS,1990,
1,PSS,1991,
2,PSS,1992,
3,PSS,1993,
4,PSS,1994,
5,PSS,1995,
6,PSS,1996,
7,PSS,1997,
8,PSS,1998,
9,PSS,1999,
10,PSS,2000,
11,PSS,2001,
12,PSS,2002,
13,PSS,2003,
14,PSS,2004,
15,PSS,2005,
16,PSS,2006,
17,PSS,2007,
18,PSS,2008,
19,PSS,2009,
20,PSS,2010,
21,PSS,2011,
22,PSS,2012,
23,PSS,2013,
24,PSS,2014,
25,PSS,2015,
26,PSS,2016,
27,PSS,2017,
28,PSS,2018,
29,PSS,2019,
30,PSS,2020,
31,PSS,2021,
0,PST,1990,6725000.0
1,PST,1991,6582000.0
2,PST,1992,6829000.0
3,PST,1993,6528000.0
4,PST,1994,6346000.0
5,PST,1995,6737300.0
6,PST,1996,6687620.0
7,PST,1997,6413720.0
8,PST,1998,6404740.0
9,PST,1999,6262740.0
10,PST,2000,5889500.0
11,PST,2001,5825400.0
12,PST,2002,5865600.0
13,PST,2003,5776400.0
14,PST,2004,5504892.0
15,PST,2005,5748892.0
16,PST,2006,5367892.0
17,PST,2007,5370892.0
18,PST,2008,5364212.0
19,PST,2009,5225599.0
20,PST,2010,5253651.0
21,PST,2011,5078206.0
22,PST,2012,5019630.0
23,PST,2013,4835880.0
24,PST,2014,4829030.0
25,PST,2015,4829110.0
26,PST,2016,4842020.0
27,PST,2017,4755000.0
28,PST,2018,4722865.0
29,PST,2019,4748000.0
30,PST,2020,4708000.0
31,PST,2021,4708000.0
0,PYF,1990,
1,PYF,1991,
2,PYF,1992,
3,PYF,1993,
4,PYF,1994,
5,PYF,1995,
6,PYF,1996,
7,PYF,1997,
8,PYF,1998,
9,PYF,1999,
10,PYF,2000,
11,PYF,2001,
12,PYF,2002,
13,PYF,2003,
14,PYF,2004,
15,PYF,2005,
16,PYF,2006,
17,PYF,2007,
18,PYF,2008,
19,PYF,2009,
20,PYF,2010,
21,PYF,2011,
22,PYF,2012,
23,PYF,2013,
24,PYF,2014,
25,PYF,2015,
26,PYF,2016,
27,PYF,2017,
28,PYF,2018,
29,PYF,2019,
30,PYF,2020,
31,PYF,2021,
0,QAT,1990,11000.0
1,QAT,1991,11000.0
2,QAT,1992,8000.0
3,QAT,1993,8000.0
4,QAT,1994,10000.0
5,QAT,1995,11100.0
6,QAT,1996,11800.0
7,QAT,1997,11800.0
8,QAT,1998,11800.0
9,QAT,1999,11800.0
10,QAT,2000,12300.0
11,QAT,2001,12300.0
12,QAT,2002,12400.0
13,QAT,2003,12400.0
14,QAT,2004,12000.0
15,QAT,2005,12000.0
16,QAT,2006,12000.0
17,QAT,2007,12000.0
18,QAT,2008,12000.0
19,QAT,2009,11800.0
20,QAT,2010,11800.0
21,QAT,2011,11800.0
22,QAT,2012,11800.0
23,QAT,2013,11800.0
24,QAT,2014,11800.0
25,QAT,2015,11800.0
26,QAT,2016,21500.0
27,QAT,2017,22000.0
28,QAT,2018,21500.0
29,QAT,2019,22000.0
30,QAT,2020,22000.0
31,QAT,2021,22000.0
0,ROU,1990,126000.0
1,ROU,1991,201000.0
2,ROU,1992,172000.0
3,ROU,1993,200000.0
4,ROU,1994,200000.0
5,ROU,1995,296500.0
6,ROU,1996,307500.0
7,ROU,1997,306050.0
8,ROU,1998,295550.0
9,ROU,1999,282900.0
10,ROU,2000,282900.0
11,ROU,2001,178900.0
12,ROU,2002,179100.0
13,ROU,2003,177100.0
14,ROU,2004,176000.0
15,ROU,2005,177000.0
16,ROU,2006,154000.0
17,ROU,2007,153000.0
18,ROU,2008,153000.0
19,ROU,2009,151645.0
20,ROU,2010,153800.0
21,ROU,2011,151300.0
22,ROU,2012,151300.0
23,ROU,2013,151300.0
24,ROU,2014,151300.0
25,ROU,2015,150400.0
26,ROU,2016,149200.0
27,ROU,2017,126000.0
28,ROU,2018,126600.0
29,ROU,2019,126000.0
30,ROU,2020,128000.0
31,ROU,2021,128000.0
0,RUS,1990,1900000.0
1,RUS,1991,1900000.0
2,RUS,1992,1900000.0
3,RUS,1993,1500000.0
4,RUS,1994,1400000.0
5,RUS,1995,1800000.0
6,RUS,1996,1622000.0
7,RUS,1997,1823000.0
8,RUS,1998,1702000.0
9,RUS,1999,1482100.0
10,RUS,2000,1427100.0
11,RUS,2001,1386200.0
12,RUS,2002,1397200.0
13,RUS,2003,1369700.0
14,RUS,2004,1452000.0
15,RUS,2005,1452000.0
16,RUS,2006,1446000.0
17,RUS,2007,1476000.0
18,RUS,2008,1476000.0
19,RUS,2009,1495000.0
20,RUS,2010,1430000.0
21,RUS,2011,1364000.0
22,RUS,2012,1364000.0
23,RUS,2013,1260000.0
24,RUS,2014,1287000.0
25,RUS,2015,1490000.0
26,RUS,2016,1454000.0
27,RUS,2017,1454000.0
28,RUS,2018,1454000.0
29,RUS,2019,1454000.0
30,RUS,2020,1454000.0
31,RUS,2021,1454000.0
0,RWA,1990,6000.0
1,RWA,1991,30000.0
2,RWA,1992,30000.0
3,RWA,1993,30000.0
4,RWA,1994,30000.0
5,RWA,1995,47000.0
6,RWA,1996,40000.0
7,RWA,1997,62000.0
8,RWA,1998,54000.0
9,RWA,1999,54000.0
10,RWA,2000,76000.0
11,RWA,2001,79000.0
12,RWA,2002,80000.0
13,RWA,2003,61000.0
14,RWA,2004,53000.0
15,RWA,2005,53000.0
16,RWA,2006,35000.0
17,RWA,2007,35000.0
18,RWA,2008,35000.0
19,RWA,2009,35000.0
20,RWA,2010,35000.0
21,RWA,2011,35000.0
22,RWA,2012,35000.0
23,RWA,2013,35000.0
24,RWA,2014,35000.0
25,RWA,2015,35000.0
26,RWA,2016,35000.0
27,RWA,2017,35000.0
28,RWA,2018,35000.0
29,RWA,2019,35000.0
30,RWA,2020,35000.0
31,RWA,2021,35000.0
0,SAS,1990,2028000.0
1,SAS,1991,2132000.0
2,SAS,1992,2152000.0
3,SAS,1993,2152000.0
4,SAS,1994,2158000.0
5,SAS,1995,3851500.0
6,SAS,1996,3955400.0
7,SAS,1997,3985900.0
8,SAS,1998,3996900.0
9,SAS,1999,4009500.0
10,SAS,2000,4113600.0
11,SAS,2001,3756500.0
12,SAS,2002,3954400.0
13,SAS,2003,3986300.0
14,SAS,2004,4186000.0
15,SAS,2005,4578000.0
16,SAS,2006,4121000.0
17,SAS,2007,4113000.0
18,SAS,2008,4162000.0
19,SAS,2009,4404137.0
20,SAS,2010,4480192.0
21,SAS,2011,4535300.0
22,SAS,2012,4616450.0
23,SAS,2013,4629950.0
24,SAS,2014,4586100.0
25,SAS,2015,4698750.0
26,SAS,2016,4924600.0
27,SAS,2017,4940000.0
28,SAS,2018,4899850.0
29,SAS,2019,4922000.0
30,SAS,2020,4832000.0
31,SAS,2021,4832000.0
0,SAU,1990,146000.0
1,SAU,1991,191000.0
2,SAU,1992,172000.0
3,SAU,1993,172000.0
4,SAU,1994,164000.0
5,SAU,1995,177500.0
6,SAU,1996,178500.0
7,SAU,1997,178000.0
8,SAU,1998,178000.0
9,SAU,1999,178000.0
10,SAU,2000,217000.0
11,SAU,2001,217200.0
12,SAU,2002,215000.0
13,SAU,2003,215000.0
14,SAU,2004,214000.0
15,SAU,2005,216000.0
16,SAU,2006,240000.0
17,SAU,2007,238000.0
18,SAU,2008,238000.0
19,SAU,2009,249000.0
20,SAU,2010,249000.0
21,SAU,2011,249000.0
22,SAU,2012,249000.0
23,SAU,2013,251500.0
24,SAU,2014,251500.0
25,SAU,2015,251500.0
26,SAU,2016,251500.0
27,SAU,2017,252000.0
28,SAU,2018,252000.0
29,SAU,2019,252000.0
30,SAU,2020,282000.0
31,SAU,2021,282000.0
0,SDN,1990,65000.0
1,SDN,1991,65000.0
2,SDN,1992,82000.0
3,SDN,1993,82000.0
4,SDN,1994,82000.0
5,SDN,1995,133500.0
6,SDN,1996,104000.0
7,SDN,1997,94700.0
8,SDN,1998,109700.0
9,SDN,1999,109700.0
10,SDN,2000,119500.0
11,SDN,2001,124000.0
12,SDN,2002,124000.0
13,SDN,2003,114500.0
14,SDN,2004,121000.0
15,SDN,2005,123000.0
16,SDN,2006,127000.0
17,SDN,2007,127000.0
18,SDN,2008,127000.0
19,SDN,2009,126800.0
20,SDN,2010,126800.0
21,SDN,2011,264300.0
22,SDN,2012,264300.0
23,SDN,2013,264300.0
24,SDN,2014,264300.0
25,SDN,2015,264300.0
26,SDN,2016,124300.0
27,SDN,2017,124000.0
28,SDN,2018,124300.0
29,SDN,2019,124000.0
30,SDN,2020,144000.0
31,SDN,2021,144000.0
0,SEN,1990,18000.0
1,SEN,1991,18000.0
2,SEN,1992,18000.0
3,SEN,1993,18000.0
4,SEN,1994,14000.0
5,SEN,1995,17400.0
6,SEN,1996,17400.0
7,SEN,1997,17350.0
8,SEN,1998,17000.0
9,SEN,1999,17000.0
10,SEN,2000,15400.0
11,SEN,2001,15600.0
12,SEN,2002,15200.0
13,SEN,2003,18600.0
14,SEN,2004,18000.0
15,SEN,2005,19000.0
16,SEN,2006,19000.0
17,SEN,2007,19000.0
18,SEN,2008,19000.0
19,SEN,2009,18620.0
20,SEN,2010,18620.0
21,SEN,2011,18600.0
22,SEN,2012,18600.0
23,SEN,2013,18600.0
24,SEN,2014,18600.0
25,SEN,2015,18600.0
26,SEN,2016,18600.0
27,SEN,2017,19000.0
28,SEN,2018,18600.0
29,SEN,2019,19000.0
30,SEN,2020,19000.0
31,SEN,2021,19000.0
0,SGP,1990,56000.0
1,SGP,1991,56000.0
2,SGP,1992,56000.0
3,SGP,1993,56000.0
4,SGP,1994,56000.0
5,SGP,1995,65500.0
6,SGP,1996,65500.0
7,SGP,1997,178000.0
8,SGP,1998,180500.0
9,SGP,1999,181000.0
10,SGP,2000,168500.0
11,SGP,2001,154500.0
12,SGP,2002,156800.0
13,SGP,2003,168800.0
14,SGP,2004,165000.0
15,SGP,2005,167000.0
16,SGP,2006,167000.0
17,SGP,2007,167000.0
18,SGP,2008,167000.0
19,SGP,2009,147500.0
20,SGP,2010,147500.0
21,SGP,2011,147600.0
22,SGP,2012,147600.0
23,SGP,2013,147600.0
24,SGP,2014,147600.0
25,SGP,2015,147600.0
26,SGP,2016,147600.0
27,SGP,2017,81000.0
28,SGP,2018,59000.0
29,SGP,2019,59000.0
30,SGP,2020,59000.0
31,SGP,2021,59000.0
0,SLB,1990,
1,SLB,1991,
2,SLB,1992,
3,SLB,1993,
4,SLB,1994,
5,SLB,1995,
6,SLB,1996,
7,SLB,1997,
8,SLB,1998,
9,SLB,1999,
10,SLB,2000,
11,SLB,2001,
12,SLB,2002,
13,SLB,2003,
14,SLB,2004,
15,SLB,2005,
16,SLB,2006,
17,SLB,2007,
18,SLB,2008,
19,SLB,2009,
20,SLB,2010,
21,SLB,2011,
22,SLB,2012,
23,SLB,2013,
24,SLB,2014,
25,SLB,2015,
26,SLB,2016,
27,SLB,2017,
28,SLB,2018,
29,SLB,2019,
30,SLB,2020,
31,SLB,2021,
0,SLE,1990,5000.0
1,SLE,1991,5000.0
2,SLE,1992,8000.0
3,SLE,1993,5000.0
4,SLE,1994,5000.0
5,SLE,1995,7000.0
6,SLE,1996,15000.0
7,SLE,1997,15800.0
8,SLE,1998,5800.0
9,SLE,1999,3800.0
10,SLE,2000,3800.0
11,SLE,2001,6000.0
12,SLE,2002,13000.0
13,SLE,2003,13000.0
14,SLE,2004,13000.0
15,SLE,2005,13000.0
16,SLE,2006,11000.0
17,SLE,2007,11000.0
18,SLE,2008,11000.0
19,SLE,2009,10500.0
20,SLE,2010,10500.0
21,SLE,2011,10500.0
22,SLE,2012,10500.0
23,SLE,2013,10500.0
24,SLE,2014,8500.0
25,SLE,2015,8500.0
26,SLE,2016,8500.0
27,SLE,2017,9000.0
28,SLE,2018,8500.0
29,SLE,2019,9000.0
30,SLE,2020,9000.0
31,SLE,2021,9000.0
0,SLV,1990,55000.0
1,SLV,1991,60000.0
2,SLV,1992,49000.0
3,SLV,1993,49000.0
4,SLV,1994,30000.0
5,SLV,1995,38500.0
6,SLV,1996,40400.0
7,SLV,1997,40400.0
8,SLV,1998,36600.0
9,SLV,1999,36600.0
10,SLV,2000,28800.0
11,SLV,2001,28800.0
12,SLV,2002,28800.0
13,SLV,2003,27500.0
14,SLV,2004,15000.0
15,SLV,2005,16000.0
16,SLV,2006,28000.0
17,SLV,2007,33000.0
18,SLV,2008,33000.0
19,SLV,2009,32500.0
20,SLV,2010,32500.0
21,SLV,2011,32300.0
22,SLV,2012,32300.0
23,SLV,2013,32300.0
24,SLV,2014,41500.0
25,SLV,2015,41500.0
26,SLV,2016,41500.0
27,SLV,2017,42000.0
28,SLV,2018,41500.0
29,SLV,2019,42000.0
30,SLV,2020,42000.0
31,SLV,2021,42000.0
0,SMR,1990,
1,SMR,1991,
2,SMR,1992,
3,SMR,1993,
4,SMR,1994,
5,SMR,1995,
6,SMR,1996,
7,SMR,1997,
8,SMR,1998,
9,SMR,1999,
10,SMR,2000,
11,SMR,2001,
12,SMR,2002,
13,SMR,2003,
14,SMR,2004,
15,SMR,2005,
16,SMR,2006,
17,SMR,2007,
18,SMR,2008,
19,SMR,2009,
20,SMR,2010,
21,SMR,2011,
22,SMR,2012,
23,SMR,2013,
24,SMR,2014,
25,SMR,2015,
26,SMR,2016,
27,SMR,2017,
28,SMR,2018,
29,SMR,2019,
30,SMR,2020,
31,SMR,2021,
0,SOM,1990,47000.0
1,SOM,1991,225000.0
2,SOM,1992,225000.0
3,SOM,1993,225000.0
4,SOM,1994,225000.0
5,SOM,1995,225000.0
6,SOM,1996,225000.0
7,SOM,1997,225000.0
8,SOM,1998,225000.0
9,SOM,1999,50000.0
10,SOM,2000,50000.0
11,SOM,2001,2000.0
12,SOM,2002,2000.0
13,SOM,2003,2000.0
14,SOM,2004,2000.0
15,SOM,2005,2000.0
16,SOM,2006,2000.0
17,SOM,2007,2000.0
18,SOM,2008,2000.0
19,SOM,2009,2000.0
20,SOM,2010,2000.0
21,SOM,2011,3200.0
22,SOM,2012,20000.0
23,SOM,2013,11000.0
24,SOM,2014,17000.0
25,SOM,2015,19800.0
26,SOM,2016,19800.0
27,SOM,2017,20000.0
28,SOM,2018,19800.0
29,SOM,2019,20000.0
30,SOM,2020,14000.0
31,SOM,2021,14000.0
0,SRB,1990,180000.0
1,SRB,1991,169000.0
2,SRB,1992,137000.0
3,SRB,1993,100000.0
4,SRB,1994,130000.0
5,SRB,1995,164500.0
6,SRB,1996,151900.0
7,SRB,1997,152200.0
8,SRB,1998,152200.0
9,SRB,1999,146700.0
10,SRB,2000,135700.0
11,SRB,2001,198500.0
12,SRB,2002,124500.0
13,SRB,2003,109200.0
14,SRB,2004,110000.0
15,SRB,2005,110000.0
16,SRB,2006,24000.0
17,SRB,2007,24000.0
18,SRB,2008,24000.0
19,SRB,2009,29125.0
20,SRB,2010,29125.0
21,SRB,2011,28150.0
22,SRB,2012,28150.0
23,SRB,2013,28150.0
24,SRB,2014,28150.0
25,SRB,2015,28150.0
26,SRB,2016,31850.0
27,SRB,2017,32000.0
28,SRB,2018,32150.0
29,SRB,2019,32000.0
30,SRB,2020,32000.0
31,SRB,2021,32000.0
0,SSA,1990,1256000.0
1,SSA,1991,1148000.0
2,SSA,1992,1083000.0
3,SSA,1993,1121000.0
4,SSA,1994,1062000.0
5,SSA,1995,1697000.0
6,SSA,1996,1658300.0
7,SSA,1997,1623210.0
8,SSA,1998,1641000.0
9,SSA,1999,1704300.0
10,SSA,2000,1724700.0
11,SSA,2001,1642300.0
12,SSA,2002,1608750.0
13,SSA,2003,1543300.0
14,SSA,2004,1499800.0
15,SSA,2005,1533800.0
16,SSA,2006,1526000.0
17,SSA,2007,1526000.0
18,SSA,2008,1531000.0
19,SSA,2009,1555161.0
20,SSA,2010,1676531.0
21,SSA,2011,1857952.0
22,SSA,2012,1859970.0
23,SSA,2013,1845070.0
24,SSA,2014,1886170.0
25,SSA,2015,1915470.0
26,SSA,2016,1795700.0
27,SSA,2017,1790000.0
28,SSA,2018,1843050.0
29,SSA,2019,1951000.0
30,SSA,2020,1732000.0
31,SSA,2021,1732000.0
0,SSD,1990,140000.0
1,SSD,1991,140000.0
2,SSD,1992,140000.0
3,SSD,1993,140000.0
4,SSD,1994,140000.0
5,SSD,1995,140000.0
6,SSD,1996,140000.0
7,SSD,1997,140000.0
8,SSD,1998,140000.0
9,SSD,1999,140000.0
10,SSD,2000,140000.0
11,SSD,2001,140000.0
12,SSD,2002,140000.0
13,SSD,2003,140000.0
14,SSD,2004,140000.0
15,SSD,2005,140000.0
16,SSD,2006,140000.0
17,SSD,2007,140000.0
18,SSD,2008,140000.0
19,SSD,2009,140000.0
20,SSD,2010,140000.0
21,SSD,2011,210000.0
22,SSD,2012,210000.0
23,SSD,2013,185000.0
24,SSD,2014,185000.0
25,SSD,2015,185000.0
26,SSD,2016,185000.0
27,SSD,2017,185000.0
28,SSD,2018,185000.0
29,SSD,2019,185000.0
30,SSD,2020,53000.0
31,SSD,2021,53000.0
0,SSF,1990,1256000.0
1,SSF,1991,1148000.0
2,SSF,1992,1083000.0
3,SSF,1993,1121000.0
4,SSF,1994,1062000.0
5,SSF,1995,1698300.0
6,SSF,1996,1659600.0
7,SSF,1997,1623660.0
8,SSF,1998,1641450.0
9,SSF,1999,1704800.0
10,SSF,2000,1725200.0
11,SSF,2001,1642800.0
12,SSF,2002,1609550.0
13,SSF,2003,1544100.0
14,SSF,2004,1500450.0
15,SSF,2005,1534250.0
16,SSF,2006,1526450.0
17,SSF,2007,1526450.0
18,SSF,2008,1531450.0
19,SSF,2009,1555811.0
20,SSF,2010,1677181.0
21,SSF,2011,1858822.0
22,SSF,2012,1860810.0
23,SSF,2013,1845910.0
24,SSF,2014,1887010.0
25,SSF,2015,1916310.0
26,SSF,2016,1796540.0
27,SSF,2017,1790000.0
28,SSF,2018,1843470.0
29,SSF,2019,1951000.0
30,SSF,2020,1732000.0
31,SSF,2021,1732000.0
0,SST,1990,96000.0
1,SST,1991,105000.0
2,SST,1992,105000.0
3,SST,1993,97000.0
4,SST,1994,94000.0
5,SST,1995,149350.0
6,SST,1996,152550.0
7,SST,1997,147970.0
8,SST,1998,159470.0
9,SST,1999,160430.0
10,SST,2000,153700.0
11,SST,2001,146300.0
12,SST,2002,146500.0
13,SST,2003,148700.0
14,SST,2004,132090.0
15,SST,2005,144640.0
16,SST,2006,155970.0
17,SST,2007,155970.0
18,SST,2008,154330.0
19,SST,2009,150821.0
20,SST,2010,152984.0
21,SST,2011,151320.0
22,SST,2012,151300.0
23,SST,2013,151870.0
24,SST,2014,154790.0
25,SST,2015,152360.0
26,SST,2016,169390.0
27,SST,2017,165000.0
28,SST,2018,172160.0
29,SST,2019,173000.0
30,SST,2020,170000.0
31,SST,2021,170000.0
0,STP,1990,1000.0
1,STP,1991,1000.0
2,STP,1992,1000.0
3,STP,1993,1000.0
4,STP,1994,1000.0
5,STP,1995,1000.0
6,STP,1996,1000.0
7,STP,1997,1000.0
8,STP,1998,1000.0
9,STP,1999,1000.0
10,STP,2000,1000.0
11,STP,2001,1000.0
12,STP,2002,1000.0
13,STP,2003,1000.0
14,STP,2004,1000.0
15,STP,2005,1000.0
16,STP,2006,1000.0
17,STP,2007,1000.0
18,STP,2008,1000.0
19,STP,2009,1000.0
20,STP,2010,1000.0
21,STP,2011,1000.0
22,STP,2012,1000.0
23,STP,2013,1000.0
24,STP,2014,1000.0
25,STP,2015,1000.0
26,STP,2016,1000.0
27,STP,2017,1000.0
28,STP,2018,1000.0
29,STP,2019,1000.0
30,STP,2020,1000.0
31,STP,2021,1000.0
0,SUR,1990,4000.0
1,SUR,1991,4000.0
2,SUR,1992,2000.0
3,SUR,1993,2000.0
4,SUR,1994,2000.0
5,SUR,1995,1800.0
6,SUR,1996,1800.0
7,SUR,1997,1800.0
8,SUR,1998,1800.0
9,SUR,1999,1800.0
10,SUR,2000,2000.0
11,SUR,2001,2000.0
12,SUR,2002,2000.0
13,SUR,2003,1800.0
14,SUR,2004,1000.0
15,SUR,2005,2000.0
16,SUR,2006,2000.0
17,SUR,2007,2000.0
18,SUR,2008,2000.0
19,SUR,2009,1840.0
20,SUR,2010,1840.0
21,SUR,2011,1840.0
22,SUR,2012,1840.0
23,SUR,2013,1940.0
24,SUR,2014,1940.0
25,SUR,2015,1940.0
26,SUR,2016,1940.0
27,SUR,2017,2000.0
28,SUR,2018,1840.0
29,SUR,2019,2000.0
30,SUR,2020,2000.0
31,SUR,2021,2000.0
0,SVK,1990,33000.0
1,SVK,1991,33000.0
2,SVK,1992,33000.0
3,SVK,1993,33000.0
4,SVK,1994,47000.0
5,SVK,1995,51000.0
6,SVK,1996,46600.0
7,SVK,1997,45150.0
8,SVK,1998,48050.0
9,SVK,1999,47480.0
10,SVK,2000,41200.0
11,SVK,2001,37700.0
12,SVK,2002,30900.0
13,SVK,2003,22000.0
14,SVK,2004,20000.0
15,SVK,2005,20000.0
16,SVK,2006,17000.0
17,SVK,2007,17000.0
18,SVK,2008,17000.0
19,SVK,2009,16531.0
20,SVK,2010,15799.0
21,SVK,2011,15850.0
22,SVK,2012,15850.0
23,SVK,2013,15850.0
24,SVK,2014,15850.0
25,SVK,2015,15850.0
26,SVK,2016,15850.0
27,SVK,2017,16000.0
28,SVK,2018,15850.0
29,SVK,2019,16000.0
30,SVK,2020,18000.0
31,SVK,2021,18000.0
0,SVN,1990,15000.0
1,SVN,1991,15000.0
2,SVN,1992,15000.0
3,SVN,1993,12000.0
4,SVN,1994,17000.0
5,SVN,1995,12900.0
6,SVN,1996,14050.0
7,SVN,1997,14050.0
8,SVN,1998,14050.0
9,SVN,1999,14050.0
10,SVN,2000,13500.0
11,SVN,2001,12100.0
12,SVN,2002,13500.0
13,SVN,2003,11000.0
14,SVN,2004,10000.0
15,SVN,2005,12000.0
16,SVN,2006,11000.0
17,SVN,2007,12000.0
18,SVN,2008,12000.0
19,SVN,2009,12100.0
20,SVN,2010,12100.0
21,SVN,2011,12100.0
22,SVN,2012,13550.0
23,SVN,2013,13550.0
24,SVN,2014,13550.0
25,SVN,2015,13200.0
26,SVN,2016,13200.0
27,SVN,2017,7000.0
28,SVN,2018,7250.0
29,SVN,2019,7000.0
30,SVN,2020,7000.0
31,SVN,2021,7000.0
0,SWE,1990,65000.0
1,SWE,1991,63000.0
2,SWE,1992,70000.0
3,SWE,1993,70000.0
4,SWE,1994,70000.0
5,SWE,1995,99600.0
6,SWE,1996,98200.0
7,SWE,1997,88950.0
8,SWE,1998,88700.0
9,SWE,1999,88700.0
10,SWE,2000,88300.0
11,SWE,2001,69500.0
12,SWE,2002,69500.0
13,SWE,2003,63200.0
14,SWE,2004,27600.0
15,SWE,2005,28600.0
16,SWE,2006,24600.0
17,SWE,2007,17600.0
18,SWE,2008,17600.0
19,SWE,2009,21870.0
20,SWE,2010,21163.0
21,SWE,2011,21300.0
22,SWE,2012,16100.0
23,SWE,2013,16100.0
24,SWE,2014,30550.0
25,SWE,2015,30550.0
26,SWE,2016,30550.0
27,SWE,2017,30000.0
28,SWE,2018,15150.0
29,SWE,2019,15000.0
30,SWE,2020,15000.0
31,SWE,2021,15000.0
0,SWZ,1990,3000.0
1,SWZ,1991,3000.0
2,SWZ,1992,3000.0
3,SWZ,1993,3000.0
4,SWZ,1994,3000.0
5,SWZ,1995,3000.0
6,SWZ,1996,3000.0
7,SWZ,1997,3000.0
8,SWZ,1998,3000.0
9,SWZ,1999,3000.0
10,SWZ,2000,3000.0
11,SWZ,2001,3000.0
12,SWZ,2002,3000.0
13,SWZ,2003,3000.0
14,SWZ,2004,3000.0
15,SWZ,2005,3000.0
16,SWZ,2006,3000.0
17,SWZ,2007,3000.0
18,SWZ,2008,3000.0
19,SWZ,2009,3000.0
20,SWZ,2010,3000.0
21,SWZ,2011,3000.0
22,SWZ,2012,3000.0
23,SWZ,2013,3000.0
24,SWZ,2014,3000.0
25,SWZ,2015,3000.0
26,SWZ,2016,3000.0
27,SWZ,2017,3000.0
28,SWZ,2018,3000.0
29,SWZ,2019,3000.0
30,SWZ,2020,3000.0
31,SWZ,2021,3000.0
0,SXM,1990,
1,SXM,1991,
2,SXM,1992,
3,SXM,1993,
4,SXM,1994,
5,SXM,1995,
6,SXM,1996,
7,SXM,1997,
8,SXM,1998,
9,SXM,1999,
10,SXM,2000,
11,SXM,2001,
12,SXM,2002,
13,SXM,2003,
14,SXM,2004,
15,SXM,2005,
16,SXM,2006,
17,SXM,2007,
18,SXM,2008,
19,SXM,2009,
20,SXM,2010,
21,SXM,2011,
22,SXM,2012,
23,SXM,2013,
24,SXM,2014,
25,SXM,2015,
26,SXM,2016,
27,SXM,2017,
28,SXM,2018,
29,SXM,2019,
30,SXM,2020,
31,SXM,2021,
0,SYC,1990,1300.0
1,SYC,1991,1300.0
2,SYC,1992,1300.0
3,SYC,1993,1300.0
4,SYC,1994,1300.0
5,SYC,1995,1300.0
6,SYC,1996,1300.0
7,SYC,1997,450.0
8,SYC,1998,450.0
9,SYC,1999,500.0
10,SYC,2000,500.0
11,SYC,2001,500.0
12,SYC,2002,800.0
13,SYC,2003,800.0
14,SYC,2004,650.0
15,SYC,2005,450.0
16,SYC,2006,450.0
17,SYC,2007,450.0
18,SYC,2008,450.0
19,SYC,2009,650.0
20,SYC,2010,650.0
21,SYC,2011,870.0
22,SYC,2012,840.0
23,SYC,2013,840.0
24,SYC,2014,840.0
25,SYC,2015,840.0
26,SYC,2016,840.0
27,SYC,2017,0.0
28,SYC,2018,420.0
29,SYC,2019,0.0
30,SYC,2020,0.0
31,SYC,2021,0.0
0,SYR,1990,408000.0
1,SYR,1991,408000.0
2,SYR,1992,408000.0
3,SYR,1993,408000.0
4,SYR,1994,320000.0
5,SYR,1995,531000.0
6,SYR,1996,529000.0
7,SYR,1997,428000.0
8,SYR,1998,428000.0
9,SYR,1999,424000.0
10,SYR,2000,424800.0
11,SYR,2001,429000.0
12,SYR,2002,427000.0
13,SYR,2003,427000.0
14,SYR,2004,415000.0
15,SYR,2005,416000.0
16,SYR,2006,401000.0
17,SYR,2007,401000.0
18,SYR,2008,401000.0
19,SYR,2009,403000.0
20,SYR,2010,403000.0
21,SYR,2011,178000.0
22,SYR,2012,178000.0
23,SYR,2013,178000.0
24,SYR,2014,280500.0
25,SYR,2015,277500.0
26,SYR,2016,307500.0
27,SYR,2017,239000.0
28,SYR,2018,257500.0
29,SYR,2019,269000.0
30,SYR,2020,269000.0
31,SYR,2021,269000.0
0,TCA,1990,
1,TCA,1991,
2,TCA,1992,
3,TCA,1993,
4,TCA,1994,
5,TCA,1995,
6,TCA,1996,
7,TCA,1997,
8,TCA,1998,
9,TCA,1999,
10,TCA,2000,
11,TCA,2001,
12,TCA,2002,
13,TCA,2003,
14,TCA,2004,
15,TCA,2005,
16,TCA,2006,
17,TCA,2007,
18,TCA,2008,
19,TCA,2009,
20,TCA,2010,
21,TCA,2011,
22,TCA,2012,
23,TCA,2013,
24,TCA,2014,
25,TCA,2015,
26,TCA,2016,
27,TCA,2017,
28,TCA,2018,
29,TCA,2019,
30,TCA,2020,
31,TCA,2021,
0,TCD,1990,50000.0
1,TCD,1991,50000.0
2,TCD,1992,38000.0
3,TCD,1993,30000.0
4,TCD,1994,40000.0
5,TCD,1995,34850.0
6,TCD,1996,34850.0
7,TCD,1997,34850.0
8,TCD,1998,34850.0
9,TCD,1999,34850.0
10,TCD,2000,34600.0
11,TCD,2001,34900.0
12,TCD,2002,34900.0
13,TCD,2003,34800.0
14,TCD,2004,34000.0
15,TCD,2005,35000.0
16,TCD,2006,35000.0
17,TCD,2007,35000.0
18,TCD,2008,35000.0
19,TCD,2009,35030.0
20,TCD,2010,34850.0
21,TCD,2011,34850.0
22,TCD,2012,34850.0
23,TCD,2013,34850.0
