,iso3,year,gdppc,population
0,AFG,1820,,3280
1,AFG,1870,,4207
2,AFG,1913,,5730
3,AFG,1950,1156.0,8150
4,AFG,1951,1170.0,8284
5,AFG,1952,1189.0,8425
6,AFG,1953,1240.0,8573
7,AFG,1954,1245.0,8728
8,AFG,1955,1246.0,8891
9,AFG,1956,1278.0,9062
10,AFG,1957,1253.0,9241
11,AFG,1958,1298.0,9429
12,AFG,1959,1307.0,9625
13,AFG,1960,1326.0,9829
14,AFG,1961,1309.0,10043
15,AFG,1962,1302.0,10267
16,AFG,1963,1298.0,10501
17,AFG,1964,1291.0,10744
18,AFG,1965,1290.0,10998
19,AFG,1966,1272.0,11262
20,AFG,1967,1277.0,11538
21,AFG,1968,1290.0,11825
22,AFG,1969,1278.0,12123
23,AFG,1970,1272.0,12431
24,AFG,1971,1237.0,12749
25,AFG,1972,1007.0,13079
26,AFG,1973,1011.0,13421
27,AFG,1974,1039.0,13772
28,AFG,1975,1074.0,14132
29,AFG,1976,1105.0,14501
30,AFG,1977,1022.0,14880
31,AFG,1978,1070.0,15269
32,AFG,1979,1023.0,15556
33,AFG,1980,1019.0,15044
34,AFG,1981,1144.0,13676
35,AFG,1982,1270.0,12583
36,AFG,1983,1347.0,12439
37,AFG,1984,1337.0,12769
38,AFG,1985,1304.0,13120
39,AFG,1986,1344.0,13126
40,AFG,1987,1211.0,13056
41,AFG,1988,1101.0,13169
42,AFG,1989,999.0,13503
43,AFG,1990,963.0,13568
44,AFG,1991,881.0,13672
45,AFG,1992,844.0,15023
46,AFG,1993,578.0,17003
47,AFG,1994,428.0,18486
48,AFG,1995,633.0,19445
49,AFG,1996,600.0,20111
50,AFG,1997,571.0,20769
51,AFG,1998,545.0,21452
52,AFG,1999,519.0,22206
53,AFG,2000,502.0,22461
54,AFG,2001,490.0,22507
55,AFG,2002,797.0,23600
56,AFG,2003,843.0,25005
57,AFG,2004,869.0,25698
58,AFG,2005,964.0,26335
59,AFG,2006,1057.0,27154
60,AFG,2007,1260.0,27387
61,AFG,2008,1320.0,27706
62,AFG,2009,1557.0,28484
63,AFG,2010,1628.0,29121
64,AFG,2011,1792.0,29758
65,AFG,2012,1945.0,30420
66,AFG,2013,2025.0,31108
67,AFG,2014,2022.0,31823
68,AFG,2015,1928.0,32564
69,AFG,2016,1929.0,33332
70,AFG,2017,2015.0,34125
71,AFG,2018,1935.0,34941
72,AGO,1950,1677.0,4118
73,AGO,1951,1715.0,4173
74,AGO,1952,1755.0,4232
75,AGO,1953,1795.0,4294
76,AGO,1954,1720.0,4358
77,AGO,1955,1830.0,4423
78,AGO,1956,1769.0,4491
79,AGO,1957,1908.0,4561
80,AGO,1958,1978.0,4636
81,AGO,1959,1953.0,4715
82,AGO,1960,1997.0,4797
83,AGO,1961,2225.0,4752
84,AGO,1962,2128.0,4826
85,AGO,1963,2200.0,4920
86,AGO,1964,2407.0,5026
87,AGO,1965,2544.0,5135
88,AGO,1966,2646.0,5201
89,AGO,1967,2753.0,5247
90,AGO,1968,2665.0,5350
91,AGO,1969,2695.0,5472
92,AGO,1970,2818.0,5606
93,AGO,1971,2754.0,5753
94,AGO,1972,2729.0,5895
95,AGO,1973,2852.0,6026
96,AGO,1974,2727.0,5987
97,AGO,1975,1710.0,5885
98,AGO,1976,1521.0,5943
99,AGO,1977,1500.0,6164
100,AGO,1978,1530.0,6287
101,AGO,1979,1527.0,6453
102,AGO,1980,1532.0,6743
103,AGO,1981,1471.0,6880
104,AGO,1982,1374.0,7019
105,AGO,1983,1288.0,7241
106,AGO,1984,1259.0,7442
107,AGO,1985,1242.0,7585
108,AGO,1986,1106.0,7749
109,AGO,1987,1211.0,7878
110,AGO,1988,1360.0,8023
111,AGO,1989,1360.0,8154
112,AGO,1990,1384.0,8297
113,AGO,1991,1437.0,8587
114,AGO,1992,1389.0,8899
115,AGO,1993,1080.0,9242
116,AGO,1994,1121.0,9601
117,AGO,1995,1319.0,9964
118,AGO,1996,1534.0,10313
119,AGO,1997,1687.0,10651
120,AGO,1998,1811.0,10990
121,AGO,1999,1899.0,11334
122,AGO,2000,2014.0,11676
123,AGO,2001,2162.0,12030
124,AGO,2002,2523.0,12443
125,AGO,2003,2712.0,12936
126,AGO,2004,3064.0,13480
127,AGO,2005,3709.0,14012
128,AGO,2006,4592.0,14535
129,AGO,2007,5774.0,15083
130,AGO,2008,6744.0,15658
131,AGO,2009,7088.0,16260
132,AGO,2010,7521.0,16884
133,AGO,2011,8016.0,17524
134,AGO,2012,8190.0,18202
135,AGO,2013,8508.0,18907
136,AGO,2014,8673.0,19623
137,AGO,2015,8689.0,20353
138,AGO,2016,8453.0,21097
139,AGO,2017,8146.0,21858
140,AGO,2018,7771.0,22638
141,ALB,1,,200
142,ALB,1000,,200
143,ALB,1500,,200
144,ALB,1600,,200
145,ALB,1700,,300
146,ALB,1820,,437
147,ALB,1850,,500
148,ALB,1870,711.0,603
149,ALB,1890,953.0,726
150,ALB,1900,1092.0,800
151,ALB,1910,1243.0,874
152,ALB,1913,1293.0,898
153,ALB,1920,,932
154,ALB,1921,,937
155,ALB,1922,,942
156,ALB,1923,,947
157,ALB,1924,,952
158,ALB,1925,,956
159,ALB,1926,,962
160,ALB,1927,,967
161,ALB,1928,,972
162,ALB,1929,1476.0,977
163,ALB,1930,,982
164,ALB,1931,,988
165,ALB,1932,,993
166,ALB,1933,,998
167,ALB,1934,,1003
168,ALB,1935,,1009
169,ALB,1936,,1014
170,ALB,1937,,1030
171,ALB,1938,,1040
172,ALB,1939,,1070
173,ALB,1940,,1088
174,ALB,1941,,1100
175,ALB,1942,,1117
176,ALB,1943,,1119
177,ALB,1944,,1122
178,ALB,1945,,1138
179,ALB,1946,,1154
180,ALB,1947,,1175
181,ALB,1948,,1192
182,ALB,1949,,1209
183,ALB,1950,1596.0,1227
184,ALB,1951,1666.0,1254
185,ALB,1952,1667.0,1283
186,ALB,1953,1736.0,1315
187,ALB,1954,1785.0,1353
188,ALB,1955,1882.0,1392
189,ALB,1956,1902.0,1434
190,ALB,1957,2023.0,1477
191,ALB,1958,2114.0,1521
192,ALB,1959,2201.0,1571
193,ALB,1960,2313.0,1623
194,ALB,1961,2332.0,1677
195,ALB,1962,2409.0,1728
196,ALB,1963,2491.0,1780
197,ALB,1964,2576.0,1832
198,ALB,1965,2670.0,1884
199,ALB,1966,2770.0,1933
200,ALB,1967,2876.0,1984
201,ALB,1968,2979.0,2039
202,ALB,1969,3080.0,2100
203,ALB,1970,3194.0,2157
204,ALB,1971,3322.0,2209
205,ALB,1972,3451.0,2264
206,ALB,1973,3623.0,2296
207,ALB,1974,3637.0,2348
208,ALB,1975,3649.0,2401
209,ALB,1976,3665.0,2455
210,ALB,1977,3681.0,2509
211,ALB,1978,3696.0,2563
212,ALB,1979,3716.0,2618
213,ALB,1980,3741.0,2671
214,ALB,1981,3762.0,2724
215,ALB,1982,3783.0,2780
216,ALB,1983,3805.0,2837
217,ALB,1984,3826.0,2896
218,ALB,1985,3846.0,2957
219,ALB,1986,3870.0,3015
220,ALB,1987,3894.0,3075
221,ALB,1988,3920.0,3137
222,ALB,1989,3948.0,3196
223,ALB,1990,3983.0,3251
224,ALB,1991,2942.0,3187
225,ALB,1992,2842.0,3078
226,ALB,1993,3137.0,3072
227,ALB,1994,3400.0,3117
228,ALB,1995,3667.0,3164
229,ALB,1996,3966.0,3209
230,ALB,1997,3527.0,3231
231,ALB,1998,3873.0,3219
232,ALB,1999,4432.0,3193
233,ALB,2000,4808.0,3164
234,ALB,2001,5286.0,3134
235,ALB,2002,5609.0,3104
236,ALB,2003,6005.0,3075
237,ALB,2004,6420.0,3051
238,ALB,2005,6858.0,3030
239,ALB,2006,7347.0,3011
240,ALB,2007,7866.0,2997
241,ALB,2008,8522.0,2990
242,ALB,2009,8859.0,2988
243,ALB,2010,9223.0,2992
244,ALB,2011,9484.0,3000
245,ALB,2012,9592.0,3008
246,ALB,2013,9660.0,3017
247,ALB,2014,9808.0,3026
248,ALB,2015,10032.0,3035
249,ALB,2016,10342.0,3044
250,ALB,2017,10702.0,3053
251,ALB,2018,11104.0,3063
252,ARE,1950,25182.0,72
253,ARE,1951,26634.0,73
254,ARE,1952,27490.0,75
255,ARE,1953,29358.0,77
256,ARE,1954,31695.0,80
257,ARE,1955,31374.0,83
258,ARE,1956,32481.0,86
259,ARE,1957,32329.0,89
260,ARE,1958,32473.0,93
261,ARE,1959,34153.0,98
262,ARE,1960,35758.0,103
263,ARE,1961,36949.0,109
264,ARE,1962,38654.0,116
265,ARE,1963,39889.0,124
266,ARE,1964,40927.0,133
267,ARE,1965,41705.0,144
268,ARE,1966,42213.0,157
269,ARE,1967,42416.0,172
270,ARE,1968,42040.0,191
271,ARE,1969,40639.0,218
272,ARE,1970,39135.0,249
273,ARE,1971,39540.0,288
274,ARE,1972,39540.0,336
275,ARE,1973,39669.0,391
276,ARE,1974,45347.0,453
277,ARE,1975,40591.0,523
278,ARE,1976,40803.0,598
279,ARE,1977,41915.0,684
280,ARE,1978,35936.0,779
281,ARE,1979,39534.0,884
282,ARE,1980,44168.0,1000
283,ARE,1981,42456.0,1070
284,ARE,1982,36635.0,1138
285,ARE,1983,32737.0,1209
286,ARE,1984,32135.0,1284
287,ARE,1985,29562.0,1363
288,ARE,1986,21949.0,1447
289,ARE,1987,21487.0,1530
290,ARE,1988,20215.0,1623
291,ARE,1989,21072.0,1722
292,ARE,1990,22254.0,1826
293,ARE,1991,0.0,1935
294,ARE,1992,0.0,2050
295,ARE,1993,25559.0,2171
296,ARE,1994,28335.0,2292
297,ARE,1995,31240.0,2412
298,ARE,1996,34043.0,2536
299,ARE,1997,38168.0,2668
300,ARE,1998,39668.0,2810
301,ARE,1999,42372.0,2962
302,ARE,2000,48888.0,3130
303,ARE,2001,51263.0,3299
304,ARE,2002,54077.0,3475
305,ARE,2003,59823.0,3708
306,ARE,2004,64926.0,4064
307,ARE,2005,65599.0,4583
308,ARE,2006,67831.0,5294
309,ARE,2007,65413.0,6161
310,ARE,2008,63862.0,7081
311,ARE,2009,58861.0,7908
312,ARE,2010,60112.0,8540
313,ARE,2011,65307.0,8936
314,ARE,2012,68255.0,9131
315,ARE,2013,70791.0,9187
316,ARE,2014,72601.0,9203
317,ARE,2015,74746.0,9252
318,ARE,2016,75876.0,9350
319,ARE,2017,76643.0,9476
320,ARE,2018,76398.0,9619
321,ARG,1800,1484.0,0
322,ARG,1820,1591.0,534
323,ARG,1850,1994.0,1100
324,ARG,1860,2160.0,0
325,ARG,1870,2340.0,1796
326,ARG,1875,2606.0,0
327,ARG,1876,2611.0,0
328,ARG,1877,2820.0,0
329,ARG,1878,2619.0,0
330,ARG,1879,2664.0,0
331,ARG,1880,2557.0,0
332,ARG,1881,2541.0,0
333,ARG,1882,3108.0,0
334,ARG,1883,3373.0,0
335,ARG,1884,3486.0,0
336,ARG,1885,3904.0,0
337,ARG,1886,3771.0,0
338,ARG,1887,3841.0,0
339,ARG,1888,4219.0,0
340,ARG,1889,4288.0,0
341,ARG,1890,3851.0,3376
342,ARG,1891,3631.0,0
343,ARG,1892,4251.0,0
344,ARG,1893,4409.0,0
345,ARG,1894,4968.0,0
346,ARG,1895,5384.0,0
347,ARG,1896,5716.0,0
348,ARG,1897,4500.0,0
349,ARG,1898,4741.0,0
350,ARG,1899,5412.0,0
351,ARG,1900,4583.0,4693
352,ARG,1901,4591.0,4873
353,ARG,1902,4331.0,5060
354,ARG,1903,4769.0,5254
355,ARG,1904,5086.0,5455
356,ARG,1905,5545.0,5664
357,ARG,1906,5608.0,5881
358,ARG,1907,5514.0,6107
359,ARG,1908,5829.0,6341
360,ARG,1909,5896.0,6584
361,ARG,1910,6092.0,6836
362,ARG,1911,5971.0,7098
363,ARG,1912,6223.0,7370
364,ARG,1913,6052.0,7653
365,ARG,1914,5263.0,7885
366,ARG,1915,5171.0,8072
367,ARG,1916,4927.0,8226
368,ARG,1917,4447.0,8374
369,ARG,1918,5177.0,8518
370,ARG,1919,5271.0,8672
371,ARG,1920,5536.0,8861
372,ARG,1921,5533.0,9092
373,ARG,1922,5796.0,9368
374,ARG,1923,6213.0,9707
375,ARG,1924,6464.0,10054
376,ARG,1925,6247.0,10358
377,ARG,1926,6366.0,10652
378,ARG,1927,6625.0,10965
379,ARG,1928,6840.0,11282
380,ARG,1929,6961.0,11592
381,ARG,1930,6503.0,11896
382,ARG,1931,5917.0,12167
383,ARG,1932,5614.0,12402
384,ARG,1933,5772.0,12623
385,ARG,1934,6129.0,12834
386,ARG,1935,6296.0,13044
387,ARG,1936,6236.0,13260
388,ARG,1937,6575.0,13490
389,ARG,1938,6491.0,13724
390,ARG,1939,6612.0,13984
391,ARG,1940,6633.0,14169
392,ARG,1941,6861.0,14402
393,ARG,1942,6829.0,14638
394,ARG,1943,6666.0,14877
395,ARG,1944,7299.0,15130
396,ARG,1945,6943.0,15390
397,ARG,1946,7436.0,15654
398,ARG,1947,8112.0,15942
399,ARG,1948,8372.0,16307
400,ARG,1949,8045.0,16737
401,ARG,1950,7949.0,17150
402,ARG,1951,8086.0,17517
403,ARG,1952,7519.0,17877
404,ARG,1953,7769.0,18231
405,ARG,1954,7938.0,18581
406,ARG,1955,8348.0,18928
407,ARG,1956,8424.0,19272
408,ARG,1957,8705.0,19611
409,ARG,1958,9083.0,19947
410,ARG,1959,8354.0,20281
411,ARG,1960,8861.0,20616
412,ARG,1961,9344.0,20951
413,ARG,1962,9049.0,21284
414,ARG,1963,8695.0,21616
415,ARG,1964,9446.0,21949
416,ARG,1965,10155.0,22283
417,ARG,1966,10076.0,22612
418,ARG,1967,10200.0,22934
419,ARG,1968,10485.0,23261
420,ARG,1969,11217.0,23600
421,ARG,1970,11639.0,23962
422,ARG,1971,12003.0,24364
423,ARG,1972,12170.0,24780
424,ARG,1973,12691.0,25210
425,ARG,1974,13284.0,25646
426,ARG,1975,12946.0,26082
427,ARG,1976,12696.0,26531
428,ARG,1977,13236.0,26984
429,ARG,1978,12444.0,27440
430,ARG,1979,13114.0,27902
431,ARG,1980,13080.0,28370
432,ARG,1981,12125.0,28848
433,ARG,1982,11550.0,29330
434,ARG,1983,11775.0,29784
435,ARG,1984,11837.0,30231
436,ARG,1985,10895.0,30672
437,ARG,1986,11515.0,31145
438,ARG,1987,11633.0,31625
439,ARG,1988,11244.0,32099
440,ARG,1989,10393.0,32572
441,ARG,1990,10254.0,33036
442,ARG,1991,11224.0,33505
443,ARG,1992,12267.0,33967
444,ARG,1993,12927.0,34408
445,ARG,1994,13571.0,34847
446,ARG,1995,13086.0,35274
447,ARG,1996,13715.0,35683
448,ARG,1997,14723.0,36103
449,ARG,1998,15186.0,36518
450,ARG,1999,14578.0,36924
451,ARG,2000,14369.0,37336
452,ARG,2001,13652.0,37740
453,ARG,2002,12095.0,38132
454,ARG,2003,13089.0,38530
455,ARG,2004,14183.0,38946
456,ARG,2005,15344.0,39368
457,ARG,2006,16490.0,39762
458,ARG,2007,17892.0,40135
459,ARG,2008,18520.0,40532
460,ARG,2009,17329.0,40944
461,ARG,2010,18980.0,41359
462,ARG,2011,20003.0,41792
463,ARG,2012,19599.0,42217
464,ARG,2013,19873.0,42636
465,ARG,2014,19183.0,43058
466,ARG,2015,19502.0,43475
467,ARG,2016,18875.0,43887
468,ARG,2017,19201.0,44294
469,ARG,2018,18556.0,44695
470,ARM,1950,,1355
471,ARM,1951,,1379
472,ARM,1952,,1417
473,ARM,1953,,1456
474,ARM,1954,,1506
475,ARM,1955,,1565
476,ARM,1956,,1617
477,ARM,1957,,1672
478,ARM,1958,,1733
479,ARM,1959,,1796
480,ARM,1960,,1869
481,ARM,1961,,1944
482,ARM,1962,,2007
483,ARM,1963,,2066
484,ARM,1964,,2135
485,ARM,1965,,2206
486,ARM,1966,,2274
487,ARM,1967,,2338
488,ARM,1968,,2402
489,ARM,1969,,2463
490,ARM,1970,,2520
491,ARM,1971,,2582
492,ARM,1972,,2647
493,ARM,1973,9806.0,2713
494,ARM,1974,,2777
495,ARM,1975,,2834
496,ARM,1976,,2893
497,ARM,1977,,2955
498,ARM,1978,,3014
499,ARM,1979,,3067
500,ARM,1980,9291.0,3115
501,ARM,1981,9548.0,3166
502,ARM,1982,9809.0,3219
503,ARM,1983,9865.0,3270
504,ARM,1984,10181.0,3322
505,ARM,1985,10485.0,3374
506,ARM,1986,10394.0,3422
507,ARM,1987,9789.0,3469
508,ARM,1988,9301.0,3516
509,ARM,1989,10525.0,3326
510,ARM,1990,9669.0,3377
511,ARM,1991,8142.0,3434
512,ARM,1992,4700.0,3357
513,ARM,1993,4130.0,3185
514,ARM,1994,4393.0,3060
515,ARM,1995,4703.0,2995
516,ARM,1996,4811.0,2985
517,ARM,1997,4836.0,2978
518,ARM,1998,4994.0,2972
519,ARM,1999,5000.0,2970
520,ARM,2000,5140.0,2966
521,ARM,2001,5458.0,2965
522,ARM,2002,6082.0,2962
523,ARM,2003,6743.0,2955
524,ARM,2004,7230.0,2953
525,ARM,2005,8007.0,2951
526,ARM,2006,8799.0,2948
527,ARM,2007,9713.0,2946
528,ARM,2008,10081.0,2943
529,ARM,2009,8399.0,2941
530,ARM,2010,8331.0,2939
531,ARM,2011,8465.0,2937
532,ARM,2012,9077.0,2934
533,ARM,2013,9385.0,2932
534,ARM,2014,9735.0,2928
535,ARM,2015,10042.0,2924
536,ARM,2016,10080.0,2919
537,ARM,2017,10859.0,2914
538,ARM,2018,11454.0,2907
539,AUS,1,,360
540,AUS,1000,,400
541,AUS,1500,,450
542,AUS,1600,,450
543,AUS,1700,,450
544,AUS,1820,826.0,334
545,AUS,1821,834.0,331
546,AUS,1822,858.0,329
547,AUS,1823,886.0,329
548,AUS,1824,936.0,332
549,AUS,1825,982.0,333
550,AUS,1826,999.0,330
551,AUS,1827,1030.0,328
552,AUS,1828,1057.0,326
553,AUS,1829,1114.0,326
554,AUS,1830,1352.0,330
555,AUS,1831,1398.0,333
556,AUS,1832,1428.0,338
557,AUS,1833,1435.0,349
558,AUS,1834,1508.0,354
559,AUS,1835,1825.0,358
560,AUS,1836,1793.0,367
561,AUS,1837,1881.0,373
562,AUS,1838,1857.0,388
563,AUS,1839,1733.0,403
564,AUS,1840,2190.0,420
565,AUS,1841,1868.0,448
566,AUS,1842,1704.0,465
567,AUS,1843,1975.0,472
568,AUS,1844,2246.0,482
569,AUS,1845,2310.0,494
570,AUS,1846,2554.0,505
571,AUS,1847,2954.0,518
572,AUS,1848,3381.0,538
573,AUS,1849,3339.0,576
574,AUS,1850,3148.0,605
575,AUS,1851,3736.0,636
576,AUS,1852,4382.0,710
577,AUS,1853,4798.0,795
578,AUS,1854,4202.0,887
579,AUS,1855,3988.0,983
580,AUS,1856,4866.0,1065
581,AUS,1857,4294.0,1156
582,AUS,1858,3661.0,1235
583,AUS,1859,4728.0,1279
584,AUS,1860,4613.0,1326
585,AUS,1861,4544.0,1346
586,AUS,1862,4368.0,1382
587,AUS,1863,4352.0,1432
588,AUS,1864,4616.0,1495
589,AUS,1865,4403.0,1558
590,AUS,1866,4532.0,1609
591,AUS,1867,4956.0,1647
592,AUS,1868,5031.0,1700
593,AUS,1869,4932.0,1750
594,AUS,1870,5217.0,1775
595,AUS,1871,5259.0,1675
596,AUS,1872,5663.0,1722
597,AUS,1873,6095.0,1769
598,AUS,1874,6113.0,1822
599,AUS,1875,6596.0,1874
600,AUS,1876,6387.0,1929
601,AUS,1877,6433.0,1995
602,AUS,1878,6817.0,2062
603,AUS,1879,6703.0,2127
604,AUS,1880,6830.0,2197
605,AUS,1881,7101.0,2269
606,AUS,1882,6476.0,2348
607,AUS,1883,7133.0,2447
608,AUS,1884,6861.0,2556
609,AUS,1885,7049.0,2650
610,AUS,1886,6900.0,2741
611,AUS,1887,7383.0,2835
612,AUS,1888,7179.0,2932
613,AUS,1889,7567.0,3022
614,AUS,1890,7106.0,3107
615,AUS,1891,7438.0,3196
616,AUS,1892,6368.0,3274
617,AUS,1893,5910.0,3334
618,AUS,1894,6003.0,3395
619,AUS,1895,5558.0,3460
620,AUS,1896,5874.0,3523
621,AUS,1897,5451.0,3586
622,AUS,1898,6202.0,3642
623,AUS,1899,6121.0,3691
624,AUS,1900,6397.0,3741
625,AUS,1901,6119.0,3795
626,AUS,1902,6094.0,3850
627,AUS,1903,6497.0,3896
628,AUS,1904,6846.0,3946
629,AUS,1905,6825.0,4004
630,AUS,1906,7184.0,4062
631,AUS,1907,7358.0,4127
632,AUS,1908,7481.0,4197
633,AUS,1909,7940.0,4278
634,AUS,1910,8305.0,4375
635,AUS,1911,8136.0,4500
636,AUS,1912,8126.0,4661
637,AUS,1913,8220.0,4821
638,AUS,1914,8013.0,4933
639,AUS,1915,7806.0,4971
640,AUS,1916,7775.0,4955
641,AUS,1917,7637.0,4950
642,AUS,1918,7336.0,5032
643,AUS,1919,7517.0,5193
644,AUS,1920,7597.0,5358
645,AUS,1921,7828.0,5461
646,AUS,1922,8072.0,5574
647,AUS,1923,8276.0,5697
648,AUS,1924,8635.0,5819
649,AUS,1925,8851.0,5943
650,AUS,1926,8883.0,6064
651,AUS,1927,8837.0,6188
652,AUS,1928,8690.0,6304
653,AUS,1929,8389.0,6396
654,AUS,1930,7504.0,6469
655,AUS,1931,6940.0,6527
656,AUS,1932,7275.0,6579
657,AUS,1933,7718.0,6631
658,AUS,1934,8066.0,6682
659,AUS,1935,8477.0,6732
660,AUS,1936,8792.0,6783
661,AUS,1937,9159.0,6841
662,AUS,1938,9382.0,6904
663,AUS,1939,9318.0,6971
664,AUS,1940,9828.0,7042
665,AUS,1941,10820.0,7111
666,AUS,1942,11963.0,7173
667,AUS,1943,12278.0,7236
668,AUS,1944,11735.0,7309
669,AUS,1945,11026.0,7389
670,AUS,1946,10512.0,7474
671,AUS,1947,10622.0,7578
672,AUS,1948,11105.0,7715
673,AUS,1949,11536.0,7919
674,AUS,1950,11815.0,8267
675,AUS,1951,11966.0,8511
676,AUS,1952,11824.0,8691
677,AUS,1953,11963.0,8858
678,AUS,1954,12419.0,9064
679,AUS,1955,12795.0,9277
680,AUS,1956,12924.0,9501
681,AUS,1957,12895.0,9713
682,AUS,1958,13238.0,9915
683,AUS,1959,13753.0,10132
684,AUS,1960,14013.0,10361
685,AUS,1961,13793.0,10599
686,AUS,1962,14389.0,10795
687,AUS,1963,14983.0,11001
688,AUS,1964,15699.0,11218
689,AUS,1965,16182.0,11439
690,AUS,1966,16324.0,11655
691,AUS,1967,17108.0,11872
692,AUS,1968,17770.0,12102
693,AUS,1969,18428.0,12379
694,AUS,1970,19166.0,12660
695,AUS,1971,19590.0,12937
696,AUS,1972,19772.0,13177
697,AUS,1973,20527.0,13380
698,AUS,1974,20698.0,13599
699,AUS,1975,20993.0,13771
700,AUS,1976,21613.0,13916
701,AUS,1977,21592.0,14074
702,AUS,1978,21948.0,14249
703,AUS,1979,22826.0,14422
704,AUS,1980,22972.0,14616
705,AUS,1981,23368.0,14923
706,AUS,1982,22972.0,15162
707,AUS,1983,22697.0,15348
708,AUS,1984,24009.0,15510
709,AUS,1985,24927.0,15695
710,AUS,1986,25116.0,15900
711,AUS,1987,25971.0,16137
712,AUS,1988,26702.0,16400
713,AUS,1989,27407.0,16681
714,AUS,1990,27373.0,16956
715,AUS,1991,26861.0,17162
716,AUS,1992,27560.0,17338
717,AUS,1993,28622.0,17498
718,AUS,1994,29844.0,17670
719,AUS,1995,30690.0,17894
720,AUS,1996,31740.0,18102
721,AUS,1997,32858.0,18279
722,AUS,1998,34337.0,18473
723,AUS,1999,35551.0,18683
724,AUS,2000,36603.0,18902
725,AUS,2001,37276.0,19144
726,AUS,2002,38567.0,19361
727,AUS,2003,39524.0,19580
728,AUS,2004,40888.0,19796
729,AUS,2005,41904.0,20059
730,AUS,2006,42651.0,20371
731,AUS,2007,44034.0,20754
732,AUS,2008,44422.0,21208
733,AUS,2009,44687.0,21593
734,AUS,2010,45400.0,21896
735,AUS,2011,46132.0,22241
736,AUS,2012,46999.0,22642
737,AUS,2013,47250.0,23008
738,AUS,2014,47867.0,23345
739,AUS,2015,48357.0,23686
740,AUS,2016,48845.0,24086
741,AUS,2017,49266.0,24466
742,AUS,2018,49831.0,24855
743,AUT,1,,500
744,AUT,1000,,700
745,AUT,1500,,2000
746,AUT,1600,,2500
747,AUT,1700,,2500
748,AUT,1820,1941.0,3369
749,AUT,1821,,3386
750,AUT,1822,,3402
751,AUT,1823,,3419
752,AUT,1824,,3436
753,AUT,1825,,3452
754,AUT,1826,,3469
755,AUT,1827,,3486
756,AUT,1828,,3504
757,AUT,1829,,3521
758,AUT,1830,2230.0,3538
759,AUT,1831,,3555
760,AUT,1832,,3573
761,AUT,1833,,3590
762,AUT,1834,,3608
763,AUT,1835,,3626
764,AUT,1836,,3614
765,AUT,1837,,3662
766,AUT,1838,,3680
767,AUT,1839,,3698
768,AUT,1840,2415.0,3716
769,AUT,1841,,3739
770,AUT,1842,,3762
771,AUT,1843,,3785
772,AUT,1844,,3808
773,AUT,1845,,3831
774,AUT,1846,,3855
775,AUT,1847,,3878
776,AUT,1848,,3902
777,AUT,1849,,3926
778,AUT,1850,2630.0,3950
779,AUT,1851,,3978
780,AUT,1852,,4006
781,AUT,1853,,4035
782,AUT,1854,,4063
783,AUT,1855,,4092
784,AUT,1856,,4120
785,AUT,1857,,4150
786,AUT,1858,,4178
787,AUT,1859,,4206
788,AUT,1860,2834.0,4235
789,AUT,1861,,4263
790,AUT,1862,,4292
791,AUT,1863,,4321
792,AUT,1864,,4350
793,AUT,1865,,4380
794,AUT,1866,,4409
795,AUT,1867,,4439
796,AUT,1868,,4469
797,AUT,1869,,4499
798,AUT,1870,2970.0,4520
799,AUT,1871,3154.0,4562
800,AUT,1872,3150.0,4604
801,AUT,1873,3049.0,4646
802,AUT,1874,3158.0,4688
803,AUT,1875,3145.0,4730
804,AUT,1876,3188.0,4772
805,AUT,1877,3268.0,4815
806,AUT,1878,3347.0,4857
807,AUT,1879,3296.0,4899
808,AUT,1880,3314.0,4941
809,AUT,1881,3419.0,4985
810,AUT,1882,3411.0,5030
811,AUT,1883,3521.0,5075
812,AUT,1884,3583.0,5121
813,AUT,1885,3531.0,5166
814,AUT,1886,3615.0,5212
815,AUT,1887,3832.0,5257
816,AUT,1888,3792.0,5303
817,AUT,1889,3725.0,5348
818,AUT,1890,3894.0,5394
819,AUT,1891,3995.0,5446
820,AUT,1892,4041.0,5504
821,AUT,1893,4025.0,5563
822,AUT,1894,4216.0,5622
823,AUT,1895,4285.0,5680
824,AUT,1896,4305.0,5739
825,AUT,1897,4352.0,5798
826,AUT,1898,4551.0,5856
827,AUT,1899,4600.0,5915
828,AUT,1900,4594.0,5973
829,AUT,1901,4565.0,6035
830,AUT,1902,4694.0,6099
831,AUT,1903,4688.0,6164
832,AUT,1904,4712.0,6228
833,AUT,1905,4925.0,6292
834,AUT,1906,5062.0,6357
835,AUT,1907,5321.0,6421
836,AUT,1908,5292.0,6485
837,AUT,1909,5222.0,6550
838,AUT,1910,5244.0,6614
839,AUT,1911,5364.0,6669
840,AUT,1912,5587.0,6724
841,AUT,1913,5523.0,6767
842,AUT,1914,4584.0,6806
843,AUT,1915,4229.0,6843
844,AUT,1916,4189.0,6825
845,AUT,1917,4122.0,6785
846,AUT,1918,4073.0,6727
847,AUT,1919,3601.0,6420
848,AUT,1920,3845.0,6455
849,AUT,1921,4224.0,6504
850,AUT,1922,4586.0,6528
851,AUT,1923,4530.0,6543
852,AUT,1924,5042.0,6562
853,AUT,1925,5367.0,6582
854,AUT,1926,5440.0,6603
855,AUT,1927,5587.0,6623
856,AUT,1928,5829.0,6643
857,AUT,1929,5896.0,6664
858,AUT,1930,5716.0,6684
859,AUT,1931,5241.0,6705
