,iso3,year,ideal
2270,URY,1992,0.3695787
2271,URY,1993,0.2696863
2272,URY,1994,0.1117498
2273,URY,1995,-0.07616873
2274,URY,1996,0.1007112
2275,URY,1997,0.04799868
2276,URY,1998,-0.06646193
2277,URY,1999,0.03490889
2278,URY,2000,0.04976605
2279,URY,2001,0.042053
2280,URY,2002,0.05314692
2281,URY,2003,0.03824356
2282,URY,2004,0.03143184
2283,URY,2005,-0.08186086
2284,URY,2006,-0.07736233
2285,URY,2007,-0.1604814
2286,URY,2008,-0.1357672
2287,URY,2009,-0.1841861
2288,URY,2010,-0.1486995
2289,URY,2011,-0.3418571
2290,URY,2012,-0.3936294
2291,URY,2013,-0.4444092
2292,URY,2014,-0.4590461
2293,URY,2015,-0.4850742
2294,URY,2016,-0.4441597
2295,URY,2017,-0.5025674
2296,URY,2018,-0.394059
2297,URY,2019,-0.4291958
2298,URY,2020,-0.07763458
2299,URY,2021,-0.1085056
2300,URY,2022,0.03824307
2301,GBR,1946,2.216517
2302,GBR,1947,2.182758
2303,GBR,1948,2.047643
2304,GBR,1949,1.961287
2305,GBR,1950,1.308532
2306,GBR,1951,2.003464
2307,GBR,1952,2.310625
2308,GBR,1953,2.33374
2309,GBR,1954,2.71082
2310,GBR,1955,2.043352
2311,GBR,1956,2.156048
2312,GBR,1957,2.115048
2313,GBR,1958,2.472468
2314,GBR,1959,1.922066
2315,GBR,1960,1.772436
2316,GBR,1961,1.679256
2317,GBR,1962,2.031438
2318,GBR,1963,2.040324
2319,GBR,1965,2.092574
2320,GBR,1966,2.259329
2321,GBR,1967,2.344275
2322,GBR,1968,2.205173
2323,GBR,1969,2.075721
2324,GBR,1970,1.867115
2325,GBR,1971,1.564234
2326,GBR,1972,2.111741
2327,GBR,1973,2.124033
2328,GBR,1974,1.739976
2329,GBR,1975,2.033222
2330,GBR,1976,2.399062
2331,GBR,1977,2.097782
2332,GBR,1978,2.10242
2333,GBR,1979,2.108935
2334,GBR,1980,2.087642
2335,GBR,1981,2.019048
2336,GBR,1982,2.05852
2337,GBR,1983,2.077012
2338,GBR,1984,2.199846
2339,GBR,1985,2.210236
2340,GBR,1986,2.291119
2341,GBR,1987,2.223368
2342,GBR,1988,2.290391
2343,GBR,1989,2.393317
2344,GBR,1990,2.402722
2345,GBR,1991,2.248488
2346,GBR,1992,2.141796
2347,GBR,1993,2.216165
2348,GBR,1994,2.390795
2349,GBR,1995,2.556953
2350,GBR,1996,2.202267
2351,GBR,1997,2.193904
2352,GBR,1998,1.774928
2353,GBR,1999,1.745867
2354,GBR,2000,1.757199
2355,GBR,2001,1.712978
2356,GBR,2002,1.82357
2357,GBR,2003,1.747711
2358,GBR,2004,1.59167
2359,GBR,2005,1.713965
2360,GBR,2006,1.545002
2361,GBR,2007,1.679107
2362,GBR,2008,1.610161
2363,GBR,2009,1.514115
2364,GBR,2010,1.711726
2365,GBR,2011,1.538768
2366,GBR,2012,1.55486
2367,GBR,2013,1.659576
2368,GBR,2014,1.690619
2369,GBR,2015,1.676523
2370,GBR,2016,1.725624
2371,GBR,2017,1.663051
2372,GBR,2018,1.63755
2373,GBR,2019,1.662042
2374,GBR,2020,1.651461
2375,GBR,2021,1.923214
2376,GBR,2022,1.766507
2377,IRL,1956,1.060932
2378,IRL,1957,0.4024005
2379,IRL,1958,0.06048511
2380,IRL,1959,0.167318
2381,IRL,1960,0.480853
2382,IRL,1961,1.268669
2383,IRL,1962,1.373605
2384,IRL,1963,1.312469
2385,IRL,1965,1.394547
2386,IRL,1966,1.30923
2387,IRL,1967,1.209165
2388,IRL,1968,1.368592
2389,IRL,1969,1.040925
2390,IRL,1970,1.059513
2391,IRL,1971,0.914253
2392,IRL,1972,1.225883
2393,IRL,1973,1.309731
2394,IRL,1974,1.392327
2395,IRL,1975,1.426522
2396,IRL,1976,1.566716
2397,IRL,1977,1.553874
2398,IRL,1978,1.517105
2399,IRL,1979,1.472436
2400,IRL,1980,1.272385
2401,IRL,1981,1.23413
2402,IRL,1982,1.076817
2403,IRL,1983,0.9921645
2404,IRL,1984,1.03592
2405,IRL,1985,1.110174
2406,IRL,1986,1.164048
2407,IRL,1987,1.138816
2408,IRL,1988,1.190398
2409,IRL,1989,1.135805
2410,IRL,1990,1.04892
2411,IRL,1991,1.141841
2412,IRL,1992,1.10869
2413,IRL,1993,1.17337
2414,IRL,1994,1.113088
2415,IRL,1995,1.035916
2416,IRL,1996,1.073152
2417,IRL,1997,1.225656
2418,IRL,1998,1.067988
2419,IRL,1999,0.9060655
2420,IRL,2000,0.8736138
2421,IRL,2001,0.9167568
2422,IRL,2002,0.849504
2423,IRL,2003,0.7782281
2424,IRL,2004,0.8655765
2425,IRL,2005,0.8413418
2426,IRL,2006,0.8525188
2427,IRL,2007,0.8244758
2428,IRL,2008,0.8050575
2429,IRL,2009,0.820361
2430,IRL,2010,0.7502671
2431,IRL,2011,0.8394243
2432,IRL,2012,0.723784
2433,IRL,2013,0.8119299
2434,IRL,2014,0.8444733
2435,IRL,2015,0.6755298
2436,IRL,2016,0.7500903
2437,IRL,2017,0.7162565
2438,IRL,2018,0.6951813
2439,IRL,2019,0.7540216
2440,IRL,2020,0.6763431
2441,IRL,2021,0.6737354
2442,IRL,2022,0.8034113
2443,NLD,1946,2.23809
2444,NLD,1947,2.015762
2445,NLD,1948,2.150814
2446,NLD,1949,2.392776
2447,NLD,1950,2.156971
2448,NLD,1951,2.390382
2449,NLD,1952,2.222656
2450,NLD,1953,2.190629
2451,NLD,1954,2.271896
2452,NLD,1955,2.136083
2453,NLD,1956,1.8828
2454,NLD,1957,1.893541
2455,NLD,1958,1.68077
2456,NLD,1959,1.635816
2457,NLD,1960,1.652994
2458,NLD,1961,1.582618
2459,NLD,1962,1.765695
2460,NLD,1963,1.603638
2461,NLD,1965,1.793952
2462,NLD,1966,1.8231
2463,NLD,1967,1.906943
2464,NLD,1968,1.99352
2465,NLD,1969,1.831998
2466,NLD,1970,1.631334
2467,NLD,1971,1.326356
2468,NLD,1972,1.660922
2469,NLD,1973,1.446616
2470,NLD,1974,1.609241
2471,NLD,1975,1.848846
2472,NLD,1976,1.885873
2473,NLD,1977,1.673719
2474,NLD,1978,1.704601
2475,NLD,1979,1.635626
2476,NLD,1980,1.661765
2477,NLD,1981,1.536515
2478,NLD,1982,1.646186
2479,NLD,1983,1.586576
2480,NLD,1984,1.692197
2481,NLD,1985,1.714244
2482,NLD,1986,1.785256
2483,NLD,1987,1.856198
2484,NLD,1988,1.885158
2485,NLD,1989,1.869327
2486,NLD,1990,1.886375
2487,NLD,1991,1.769593
2488,NLD,1992,1.624498
2489,NLD,1993,1.692655
2490,NLD,1994,1.629607
2491,NLD,1995,1.395477
2492,NLD,1996,1.638691
2493,NLD,1997,1.641065
2494,NLD,1998,1.33622
2495,NLD,1999,1.319494
2496,NLD,2000,1.274443
2497,NLD,2001,1.238647
2498,NLD,2002,1.321574
2499,NLD,2003,1.138497
2500,NLD,2004,0.9983716
2501,NLD,2005,1.079583
2502,NLD,2006,1.007757
2503,NLD,2007,1.05681
2504,NLD,2008,1.022313
2505,NLD,2009,1.152009
2506,NLD,2010,1.069255
2507,NLD,2011,1.106144
2508,NLD,2012,0.9913935
2509,NLD,2013,1.008854
2510,NLD,2014,1.050729
2511,NLD,2015,1.097693
2512,NLD,2016,1.074386
2513,NLD,2017,1.014309
2514,NLD,2018,1.082492
2515,NLD,2019,1.053688
2516,NLD,2020,1.178775
2517,NLD,2021,1.107123
2518,NLD,2022,1.24024
2519,BEL,1946,1.798612
2520,BEL,1947,2.015032
2521,BEL,1948,1.858545
2522,BEL,1949,2.482419
2523,BEL,1950,2.520713
2524,BEL,1951,2.4308
2525,BEL,1952,2.384426
2526,BEL,1953,2.551709
2527,BEL,1954,2.896302
2528,BEL,1955,1.881186
2529,BEL,1956,1.835797
2530,BEL,1957,2.184331
2531,BEL,1958,2.632043
2532,BEL,1959,1.825761
2533,BEL,1960,1.84396
2534,BEL,1961,1.597239
2535,BEL,1962,1.957991
2536,BEL,1963,1.500743
2537,BEL,1965,1.764078
2538,BEL,1966,1.832444
2539,BEL,1967,2.02278
2540,BEL,1968,2.009179
2541,BEL,1969,1.830699
2542,BEL,1970,1.621863
2543,BEL,1971,1.357751
2544,BEL,1972,1.724449
2545,BEL,1973,1.477512
2546,BEL,1974,1.691852
2547,BEL,1975,1.82326
2548,BEL,1976,2.070909
2549,BEL,1977,1.909131
2550,BEL,1978,1.757937
2551,BEL,1979,1.955653
2552,BEL,1980,1.918996
2553,BEL,1981,1.76035
2554,BEL,1982,1.814176
2555,BEL,1983,1.696444
2556,BEL,1984,1.796965
2557,BEL,1985,1.856344
2558,BEL,1986,1.902058
2559,BEL,1987,1.869075
2560,BEL,1988,1.879158
2561,BEL,1989,1.857898
2562,BEL,1990,1.888643
2563,BEL,1991,1.787961
2564,BEL,1992,1.624785
2565,BEL,1993,1.5981
2566,BEL,1994,1.59672
2567,BEL,1995,1.841562
2568,BEL,1996,1.637256
2569,BEL,1997,1.579423
2570,BEL,1998,1.337603
2571,BEL,1999,1.261822
2572,BEL,2000,1.264286
2573,BEL,2001,1.216575
2574,BEL,2002,1.214922
2575,BEL,2003,1.222604
2576,BEL,2004,1.057435
2577,BEL,2005,1.081994
2578,BEL,2006,0.9949777
2579,BEL,2007,1.019063
2580,BEL,2008,0.9520996
2581,BEL,2009,1.060846
2582,BEL,2010,1.110897
2583,BEL,2011,1.128401
2584,BEL,2012,1.007342
2585,BEL,2013,1.010772
2586,BEL,2014,0.9652372
2587,BEL,2015,1.091708
2588,BEL,2016,1.117091
2589,BEL,2017,1.029524
2590,BEL,2018,1.037059
2591,BEL,2019,1.06294
2592,BEL,2020,1.035164
2593,BEL,2021,1.048585
2594,BEL,2022,1.109774
2595,LUX,1946,1.934301
2596,LUX,1947,1.855389
2597,LUX,1948,2.012489
2598,LUX,1949,2.113243
2599,LUX,1950,2.309327
2600,LUX,1951,2.408754
2601,LUX,1952,2.235984
2602,LUX,1953,2.527494
2603,LUX,1954,2.560515
2604,LUX,1955,2.33901
2605,LUX,1956,1.930763
2606,LUX,1957,2.116857
2607,LUX,1958,2.065403
2608,LUX,1959,1.873808
2609,LUX,1960,1.748591
2610,LUX,1961,1.786288
2611,LUX,1962,1.911895
2612,LUX,1963,1.658346
2613,LUX,1965,1.758394
2614,LUX,1966,1.915353
2615,LUX,1967,1.93351
2616,LUX,1968,2.007324
2617,LUX,1969,1.853396
2618,LUX,1970,1.671889
2619,LUX,1971,1.437761
2620,LUX,1972,1.591457
2621,LUX,1973,1.420363
2622,LUX,1974,1.68086
2623,LUX,1975,1.789325
2624,LUX,1976,2.1072
2625,LUX,1977,1.84743
2626,LUX,1978,1.868842
2627,LUX,1979,1.940795
2628,LUX,1980,1.944338
2629,LUX,1981,1.786822
2630,LUX,1982,1.812066
2631,LUX,1983,1.699128
2632,LUX,1984,1.722119
2633,LUX,1985,1.779472
2634,LUX,1986,1.826093
2635,LUX,1987,1.785979
2636,LUX,1988,1.776848
2637,LUX,1989,1.889004
2638,LUX,1990,1.887723
2639,LUX,1991,1.69851
2640,LUX,1992,1.618647
2641,LUX,1993,1.605278
2642,LUX,1994,1.590204
2643,LUX,1995,1.292227
2644,LUX,1996,1.590332
2645,LUX,1997,1.596192
2646,LUX,1998,1.329905
2647,LUX,1999,1.266941
2648,LUX,2000,1.274919
2649,LUX,2001,1.219872
2650,LUX,2002,1.156762
2651,LUX,2003,1.228792
2652,LUX,2004,0.9992402
2653,LUX,2005,1.031191
2654,LUX,2006,1.011505
2655,LUX,2007,1.007955
2656,LUX,2008,0.9884325
2657,LUX,2009,0.9523761
2658,LUX,2010,0.8950175
2659,LUX,2011,0.9200297
2660,LUX,2012,0.8706478
2661,LUX,2013,0.9460013
2662,LUX,2014,0.9254079
2663,LUX,2015,1.037875
2664,LUX,2016,1.025799
2665,LUX,2017,1.068098
2666,LUX,2018,0.9591982
2667,LUX,2019,1.050216
2668,LUX,2020,1.014595
2669,LUX,2021,1.093833
2670,LUX,2022,1.059533
2671,FRA,1946,0.9728715
2672,FRA,1947,1.361168
2673,FRA,1948,1.12874
2674,FRA,1949,1.525999
2675,FRA,1950,1.406766
2676,FRA,1951,1.71321
2677,FRA,1952,2.37211
2678,FRA,1953,2.518678
2679,FRA,1954,2.789654
2680,FRA,1955,2.552552
2681,FRA,1956,2.449901
2682,FRA,1957,2.277342
2683,FRA,1958,2.192729
2684,FRA,1959,1.949164
2685,FRA,1960,1.661178
2686,FRA,1961,1.277457
2687,FRA,1962,1.525257
2688,FRA,1963,1.38956
2689,FRA,1965,1.488603
2690,FRA,1966,1.256528
2691,FRA,1967,0.5340335
2692,FRA,1968,1.05006
2693,FRA,1969,1.505637
2694,FRA,1970,1.487008
2695,FRA,1971,1.350611
2696,FRA,1972,1.589768
2697,FRA,1973,1.757711
2698,FRA,1974,1.23415
2699,FRA,1975,1.610754
2700,FRA,1976,2.197727
2701,FRA,1977,1.838935
2702,FRA,1978,1.768422
2703,FRA,1979,1.899044
2704,FRA,1980,1.977532
2705,FRA,1981,1.79666
2706,FRA,1982,1.765914
2707,FRA,1983,1.709222
2708,FRA,1984,1.850727
2709,FRA,1985,2.011356
2710,FRA,1986,2.110847
2711,FRA,1987,2.049859
2712,FRA,1988,2.056855
2713,FRA,1989,2.147111
2714,FRA,1990,2.220134
2715,FRA,1991,1.909513
2716,FRA,1992,1.839595
2717,FRA,1993,1.949384
2718,FRA,1994,2.106597
2719,FRA,1995,1.942678
2720,FRA,1996,1.939565
2721,FRA,1997,2.000111
2722,FRA,1998,1.641498
2723,FRA,1999,1.574901
2724,FRA,2000,1.507932
2725,FRA,2001,1.568214
2726,FRA,2002,1.626754
2727,FRA,2003,1.511753
2728,FRA,2004,1.447852
2729,FRA,2005,1.586044
2730,FRA,2006,1.515002
2731,FRA,2007,1.54569
2732,FRA,2008,1.459121
2733,FRA,2009,1.347885
2734,FRA,2010,1.441293
2735,FRA,2011,1.312371
2736,FRA,2012,1.456952
2737,FRA,2013,1.399885
2738,FRA,2014,1.414488
2739,FRA,2015,1.533502
2740,FRA,2016,1.483711
2741,FRA,2017,1.536002
2742,FRA,2018,1.470484
2743,FRA,2019,1.430301
2744,FRA,2020,1.449808
2745,FRA,2021,1.511785
2746,FRA,2022,1.401804
2747,MCO,1993,-0.199798
2748,MCO,1994,1.559288
2749,MCO,1995,1.450569
2750,MCO,1996,1.456647
2751,MCO,1997,1.341012
2752,MCO,1998,1.447716
2753,MCO,1999,1.421757
2754,MCO,2000,1.219051
2755,MCO,2001,1.159286
2756,MCO,2002,1.17658
2757,MCO,2003,1.101426
2758,MCO,2004,0.986859
2759,MCO,2005,1.025708
2760,MCO,2006,0.9955136
2761,MCO,2007,0.9806036
2762,MCO,2008,0.9661296
2763,MCO,2009,0.9122715
2764,MCO,2010,0.9101785
2765,MCO,2011,0.9352934
2766,MCO,2012,0.9417156
2767,MCO,2013,0.9460921
2768,MCO,2014,0.9944354
2769,MCO,2015,1.082923
2770,MCO,2016,1.170729
2771,MCO,2017,0.9835718
2772,MCO,2018,1.03704
2773,MCO,2019,1.011634
2774,MCO,2020,1.05291
2775,MCO,2021,1.094358
2776,MCO,2022,1.119469
2777,LIE,1990,1.129554
2778,LIE,1991,1.114238
2779,LIE,1992,1.172307
2780,LIE,1993,1.25675
2781,LIE,1994,1.137765
2782,LIE,1995,1.625163
2783,LIE,1996,1.138109
2784,LIE,1997,1.290029
2785,LIE,1998,1.114282
2786,LIE,1999,1.110652
2787,LIE,2000,1.004241
2788,LIE,2001,1.064552
2789,LIE,2002,0.9029469
2790,LIE,2003,0.9650692
2791,LIE,2004,0.9011835
2792,LIE,2005,0.9918901
2793,LIE,2006,0.8085212
2794,LIE,2007,0.7808487
2795,LIE,2008,0.7641121
2796,LIE,2009,0.8955516
2797,LIE,2010,0.821665
2798,LIE,2011,0.7828525
2799,LIE,2012,0.7836009
2800,LIE,2013,0.8268781
2801,LIE,2014,0.8786275
2802,LIE,2015,0.7268245
2803,LIE,2016,0.6346631
2804,LIE,2017,0.6637275
2805,LIE,2018,0.7361545
2806,LIE,2019,0.7100534
2807,LIE,2020,0.67926
2808,LIE,2021,0.65153
2809,LIE,2022,0.815134
2810,CHE,2002,1.045335
2811,CHE,2003,1.064332
2812,CHE,2004,0.8968544
2813,CHE,2005,0.985171
2814,CHE,2006,0.8100542
2815,CHE,2007,0.7793199
2816,CHE,2008,0.7188743
2817,CHE,2009,0.80868
2818,CHE,2010,0.7618939
2819,CHE,2011,0.6879859
2820,CHE,2012,0.6961817
2821,CHE,2013,0.6573069
2822,CHE,2014,0.8037748
2823,CHE,2015,0.6604036
2824,CHE,2016,0.6559113
2825,CHE,2017,0.658437
2826,CHE,2018,0.661283
2827,CHE,2019,0.7719355
2828,CHE,2020,0.7312545
2829,CHE,2021,0.7379943
2830,CHE,2022,0.7948074
2831,ESP,1955,0.9578708
2832,ESP,1956,0.9674889
2833,ESP,1957,1.429273
2834,ESP,1958,1.823301
2835,ESP,1959,1.517911
2836,ESP,1960,1.58902
2837,ESP,1961,1.524778
2838,ESP,1962,1.697259
2839,ESP,1963,1.60343
2840,ESP,1965,1.33466
2841,ESP,1966,0.5787404
2842,ESP,1967,0.3043183
2843,ESP,1968,0.3860803
2844,ESP,1969,0.6960668
2845,ESP,1970,0.9767065
2846,ESP,1971,0.8349861
2847,ESP,1972,1.163724
2848,ESP,1973,1.224702
2849,ESP,1974,0.748733
2850,ESP,1975,0.7158644
2851,ESP,1976,0.8279158
2852,ESP,1977,0.7523492
2853,ESP,1978,0.8050568
2854,ESP,1979,0.9482327
2855,ESP,1980,0.8688272
2856,ESP,1981,0.8775181
2857,ESP,1982,1.018167
2858,ESP,1983,0.962518
2859,ESP,1984,0.9997794
2860,ESP,1985,1.155935
2861,ESP,1986,1.168583
2862,ESP,1987,1.175502
2863,ESP,1988,1.262826
2864,ESP,1989,1.199804
2865,ESP,1990,1.090994
2866,ESP,1991,0.9972839
2867,ESP,1992,0.9848683
2868,ESP,1993,1.075457
2869,ESP,1994,1.220052
2870,ESP,1995,1.088405
2871,ESP,1996,1.390227
2872,ESP,1997,1.45837
2873,ESP,1998,1.219592
2874,ESP,1999,1.145553
2875,ESP,2000,1.080677
2876,ESP,2001,1.111346
2877,ESP,2002,1.14454
2878,ESP,2003,1.139561
2879,ESP,2004,1.020169
2880,ESP,2005,0.9468733
2881,ESP,2006,1.024536
2882,ESP,2007,0.9185212
2883,ESP,2008,0.9177728
2884,ESP,2009,0.9184475
2885,ESP,2010,0.8217566
2886,ESP,2011,0.9589709
2887,ESP,2012,0.9325282
2888,ESP,2013,0.9179835
2889,ESP,2014,0.8948706
2890,ESP,2015,1.087022
2891,ESP,2016,1.17125
2892,ESP,2017,1.046101
2893,ESP,2018,0.9814381
2894,ESP,2019,1.076705
2895,ESP,2020,0.9492687
2896,ESP,2021,0.9257186
2897,ESP,2022,1.028401
2898,AND,1993,1.580778
2899,AND,1994,1.285871
2900,AND,1995,1.127826
2901,AND,1996,1.360458
2902,AND,1997,1.449137
2903,AND,1998,1.221862
2904,AND,1999,1.134793
2905,AND,2000,1.087368
2906,AND,2001,1.08296
2907,AND,2002,0.93221
2908,AND,2003,0.9219956
2909,AND,2004,0.9200716
2910,AND,2005,0.8637472
2911,AND,2006,1.080936
2912,AND,2007,0.8971011
2913,AND,2008,0.9913344
2914,AND,2009,0.9004696
2915,AND,2010,0.9378033
2916,AND,2011,0.8857362
2917,AND,2012,0.9401149
2918,AND,2013,0.886652
2919,AND,2014,0.9526321
2920,AND,2015,0.8838867
2921,AND,2016,0.9139265
2922,AND,2017,0.7757868
2923,AND,2018,0.8187908
2924,AND,2019,0.7410371
2925,AND,2020,0.6730157
2926,AND,2021,0.6498622
2927,AND,2022,0.8159489
2928,PRT,1956,1.506234
2929,PRT,1957,1.6106
2930,PRT,1958,1.484483
2931,PRT,1959,1.494432
2932,PRT,1960,1.433859
2933,PRT,1961,1.493618
2934,PRT,1962,1.706258
2935,PRT,1963,1.364365
2936,PRT,1965,2.186006
2937,PRT,1966,2.216992
2938,PRT,1967,1.670151
2939,PRT,1968,2.276978
2940,PRT,1969,2.458016
2941,PRT,1970,2.154772
2942,PRT,1971,2.01265
2943,PRT,1972,2.278064
2944,PRT,1973,2.367161
2945,PRT,1974,0.5505715
2946,PRT,1975,0.4269763
2947,PRT,1976,0.9393783
2948,PRT,1977,0.8778147
2949,PRT,1978,1.062597
2950,PRT,1979,1.235332
2951,PRT,1980,1.377455
2952,PRT,1981,1.140919
2953,PRT,1982,1.249451
2954,PRT,1983,1.272551
2955,PRT,1984,1.210587
2956,PRT,1985,1.613652
2957,PRT,1986,1.67992
2958,PRT,1987,1.797951
2959,PRT,1988,1.754746
2960,PRT,1989,1.794608
2961,PRT,1990,1.640086
2962,PRT,1991,1.400909
2963,PRT,1992,1.332812
2964,PRT,1993,1.4094
2965,PRT,1994,1.41945
2966,PRT,1995,1.190513
2967,PRT,1996,1.476673
2968,PRT,1997,1.465767
2969,PRT,1998,1.224715
2970,PRT,1999,1.134682
2971,PRT,2000,1.057758
2972,PRT,2001,1.085447
2973,PRT,2002,1.170898
2974,PRT,2003,1.095815
2975,PRT,2004,0.9957111
2976,PRT,2005,0.9259426
2977,PRT,2006,1.01344
2978,PRT,2007,0.9786492
2979,PRT,2008,0.9443253
2980,PRT,2009,0.8964992
2981,PRT,2010,0.9255347
2982,PRT,2011,0.9206224
2983,PRT,2012,0.9166886
2984,PRT,2013,0.9135368
2985,PRT,2014,0.9494117
2986,PRT,2015,0.8984876
2987,PRT,2016,0.9285909
2988,PRT,2017,1.010221
2989,PRT,2018,0.9092938
2990,PRT,2019,1.03153
2991,PRT,2020,0.9724496
2992,PRT,2021,0.9752829
2993,PRT,2022,1.070969
2994,DEU,1991,1.760639
2995,DEU,1992,1.624289
2996,DEU,1993,1.714796
2997,DEU,1994,1.630935
2998,DEU,1995,1.325921
2999,DEU,1996,1.436668
3000,DEU,1997,1.56309
3001,DEU,1998,1.329169
3002,DEU,1999,1.437268
3003,DEU,2000,1.280864
3004,DEU,2001,1.242397
3005,DEU,2002,1.228106
3006,DEU,2003,1.294852
3007,DEU,2004,1.064136
3008,DEU,2005,1.016834
3009,DEU,2006,1.010083
3010,DEU,2007,0.9256535
3011,DEU,2008,0.8987379
3012,DEU,2009,1.117541
3013,DEU,2010,1.031627
3014,DEU,2011,0.9772473
3015,DEU,2012,0.9515177
3016,DEU,2013,1.147961
3017,DEU,2014,1.240266
3018,DEU,2015,1.186854
3019,DEU,2016,1.220491
3020,DEU,2017,1.19533
3021,DEU,2018,1.182646
3022,DEU,2019,1.18359
3023,DEU,2020,1.275123
3024,DEU,2021,1.16949
3025,DEU,2022,1.355894
3026,DEU,1973,1.561536
3027,DEU,1974,1.651935
3028,DEU,1975,1.99893
3029,DEU,1976,2.299377
3030,DEU,1977,2.009689
3031,DEU,1978,1.967083
3032,DEU,1979,1.998602
3033,DEU,1980,1.949925
3034,DEU,1981,1.832131
3035,DEU,1982,1.577038
3036,DEU,1983,1.806311
3037,DEU,1984,1.887746
3038,DEU,1985,1.932302
3039,DEU,1986,1.994702
3040,DEU,1987,1.844844
3041,DEU,1988,2.046092
3042,DEU,1989,1.965005
3043,DEU,1990,1.899128
3044,DDR,1973,-2.184247
3045,DDR,1974,-2.102418
3046,DDR,1975,-2.356788
3047,DDR,1976,-2.019656
3048,DDR,1977,-2.392
3049,DDR,1978,-2.219429
3050,DDR,1979,-2.267305
3051,DDR,1980,-2.101665
3052,DDR,1981,-2.055565
3053,DDR,1982,-0.6622558
3054,DDR,1983,-1.781596
3055,DDR,1984,-1.354236
3056,DDR,1985,-1.538975
3057,DDR,1986,-1.265781
3058,DDR,1987,-0.5499094
3059,DDR,1988,-0.5038985
3060,DDR,1989,-0.6149305
3061,POL,1946,-1.296469
3062,POL,1947,-1.633717
3063,POL,1948,-2.332886
3064,POL,1949,-2.70241
3065,POL,1950,-2.862958
3066,POL,1951,-2.790824
3067,POL,1952,-2.684187
3068,POL,1953,-2.656383
3069,POL,1954,-2.697496
3070,POL,1955,-2.930518
3071,POL,1956,-2.73364
3072,POL,1957,-2.759433
3073,POL,1958,-2.810493
3074,POL,1959,-2.533359
3075,POL,1960,-2.315593
3076,POL,1961,-2.318894
3077,POL,1962,-2.309242
3078,POL,1963,-2.74626
3079,POL,1965,-2.349777
3080,POL,1966,-2.133461
3081,POL,1967,-1.610544
3082,POL,1968,-1.767163
3083,POL,1969,-1.571689
3084,POL,1970,-2.332179
3085,POL,1971,-2.416969
3086,POL,1972,-2.114264
3087,POL,1973,-2.198503
3088,POL,1974,-2.112057
3089,POL,1975,-2.332529
3090,POL,1976,-1.840209
3091,POL,1977,-2.260681
3092,POL,1978,-1.850312
3093,POL,1979,-1.696249
3094,POL,1980,-1.512834
3095,POL,1981,-1.760196
3096,POL,1982,-1.682093
3097,POL,1983,-1.700348
3098,POL,1984,-1.349454
3099,POL,1985,-1.171733
3100,POL,1986,-1.255639
3101,POL,1987,-1.09894
3102,POL,1988,-0.792563
3103,POL,1989,-0.3352063
3104,POL,1990,1.290066
3105,POL,1991,1.337942
3106,POL,1992,1.370896
3107,POL,1993,1.398919
3108,POL,1994,1.498553
3109,POL,1995,1.297762
3110,POL,1996,1.412365
3111,POL,1997,1.465859
3112,POL,1998,1.25008
3113,POL,1999,1.166069
3114,POL,2000,1.197845
3115,POL,2001,1.184794
3116,POL,2002,1.145127
3117,POL,2003,1.257821
3118,POL,2004,1.123256
3119,POL,2005,1.057946
3120,POL,2006,1.025763
3121,POL,2007,1.051135
3122,POL,2008,1.064978
3123,POL,2009,1.186002
3124,POL,2010,1.072587
3125,POL,2011,1.038692
3126,POL,2012,1.01596
3127,POL,2013,1.001774
3128,POL,2014,1.017324
3129,POL,2015,1.151882
3130,POL,2016,1.120585
3131,POL,2017,1.109597
3132,POL,2018,1.207495
3133,POL,2019,1.166572
3134,POL,2020,1.174806
3135,POL,2021,1.183467
3136,POL,2022,1.242239
3137,AUT,1956,0.3332832
3138,AUT,1957,0.9035862
3139,AUT,1958,0.3699669
3140,AUT,1959,0.8281927
3141,AUT,1960,0.6536302
3142,AUT,1961,0.8525933
3143,AUT,1962,1.202934
3144,AUT,1963,0.9704016
3145,AUT,1965,1.274102
3146,AUT,1966,1.38094
3147,AUT,1967,1.334501
3148,AUT,1968,1.342742
3149,AUT,1969,1.300075
3150,AUT,1970,1.344302
